cpg,beta,se,p,i2,p_het,details
cg02609880,-0.16427,0.0201,3.20E-16,,,
cg14110885,0.34615,0.0424,3.21E-16,,,
cg10194884,-0.30255,0.0371,3.21E-16,,,
cg26292918,-0.14718,0.018,3.22E-16,,,
cg10821304,0.1838,0.0225,3.22E-16,,,
cg22579114,-0.29549,0.0362,3.22E-16,,,
cg22930773,-0.38859,0.0476,3.22E-16,,,
cg21247874,-0.2963,0.0363,3.23E-16,,,
cg00481639,-0.18069,0.0221,3.23E-16,,,
cg22824635,-0.40435,0.0495,3.24E-16,,,
cg03605542,-0.16679,0.0204,3.24E-16,,,
cg06100807,0.47382,0.058,3.24E-16,,,
cg12342675,-0.3872,0.0474,3.25E-16,,,
cg15989318,-0.29776,0.0365,3.26E-16,,,
cg23196756,-0.14045,0.0172,3.26E-16,,,
cg12079740,-0.28162,0.0345,3.27E-16,,,
cg11991903,-0.23695,0.029,3.28E-16,,,
cg04243822,-0.24979,0.0306,3.28E-16,,,
cg25704278,-0.46646,0.0571,3.29E-16,,,
cg27068206,-0.23454,0.0287,3.29E-16,,,
cg22976533,-0.15956,0.0195,3.29E-16,,,
cg01393945,-0.29052,0.0356,3.32E-16,,,
cg23245481,-0.1584,0.0194,3.32E-16,,,
cg03848545,-0.21842,0.0268,3.32E-16,,,
cg13744508,-0.41801,0.0512,3.32E-16,,,
cg05696436,-0.26814,0.0329,3.33E-16,,,
cg24552015,-0.18685,0.0229,3.33E-16,,,
cg23928726,0.13251,0.0162,3.33E-16,,,
cg20496314,-0.1536,0.0188,3.33E-16,,,
cg05385434,0.23958,0.0294,3.34E-16,,,
cg07532183,0.45682,0.056,3.34E-16,,,
cg24892069,-0.29946,0.0367,3.35E-16,,,
cg14392804,0.18737,0.023,3.36E-16,,,
cg14187877,-0.24257,0.0297,3.36E-16,,,
cg24138433,-0.17328,0.0212,3.37E-16,,,
cg02700360,-0.40038,0.0491,3.37E-16,,,
cg13325066,-0.29121,0.0357,3.38E-16,,,
cg15151731,-0.1822,0.0223,3.39E-16,,,
cg16772998,0.24299,0.0298,3.39E-16,,,
cg02478589,-0.0776,0.0095,3.40E-16,,,
cg04895225,-0.19912,0.0244,3.44E-16,,,
cg03569876,-0.22291,0.0273,3.44E-16,,,
cg05415308,0.2548,0.0312,3.44E-16,,,
cg05641348,-0.1824,0.0224,3.44E-16,,,
cg00278392,-0.28865,0.0354,3.45E-16,,,
cg19134728,-0.12088,0.0148,3.45E-16,,,
cg06589199,-0.35035,0.043,3.45E-16,,,
cg02167613,-0.46472,0.057,3.47E-16,,,
cg17425818,-0.21805,0.0267,3.47E-16,,,
cg02244431,-0.29945,0.0367,3.47E-16,,,
cg03401519,0.24681,0.0303,3.48E-16,,,
cg14328601,0.35403,0.0434,3.48E-16,,,
cg23482872,0.23583,0.0289,3.48E-16,,,
cg26669624,-0.14997,0.0184,3.49E-16,,,
cg21475097,0.2191,0.0269,3.49E-16,,,
cg09766856,0.18019,0.0221,3.51E-16,,,
cg11396509,-0.21824,0.0268,3.51E-16,,,
cg19141258,-0.22631,0.0278,3.52E-16,,,
cg23328208,-0.28434,0.0349,3.53E-16,,,
cg07464578,0.3065,0.0376,3.53E-16,,,
cg22365167,-0.34659,0.0425,3.53E-16,,,
cg16217794,-0.29308,0.0359,3.53E-16,,,
cg23145336,-0.21986,0.027,3.54E-16,,,
cg04513227,-0.21781,0.0267,3.57E-16,,,
cg09919917,-0.17888,0.0219,3.57E-16,,,
cg21249640,0.16584,0.0203,3.58E-16,,,
cg08877257,-0.22145,0.0272,3.58E-16,,,
cg00135497,0.30448,0.0374,3.58E-16,,,
cg14949292,-0.24711,0.0303,3.59E-16,,,
cg15763670,-0.14458,0.0177,3.59E-16,,,
cg10251094,-0.28552,0.035,3.60E-16,,,
cg10802528,-0.32985,0.0405,3.61E-16,,,
cg05196076,-0.2669,0.0327,3.61E-16,,,
cg26962618,-0.30485,0.0374,3.61E-16,,,
cg09147119,-0.34149,0.0419,3.62E-16,,,
cg12045002,0.2281,0.028,3.62E-16,,,
cg02711479,-0.29276,0.0359,3.63E-16,,,
cg18671037,-0.23554,0.0289,3.63E-16,,,
cg22982811,-0.40959,0.0503,3.64E-16,,,
cg27107685,-0.42618,0.0523,3.64E-16,,,
cg04982488,-0.1515,0.0186,3.64E-16,,,
cg12387464,-0.24723,0.0303,3.65E-16,,,
cg23753351,-0.3417,0.0419,3.65E-16,,,
cg13932122,-0.28404,0.0349,3.65E-16,,,
cg16636550,0.22164,0.0272,3.66E-16,,,
cg08717931,-0.34543,0.0424,3.67E-16,,,
cg23340214,0.2258,0.0277,3.71E-16,,,
cg13587915,-0.46719,0.0573,3.73E-16,,,
cg20365336,-0.26502,0.0325,3.73E-16,,,
cg19600368,0.32064,0.0394,3.73E-16,,,
cg03672272,-0.23064,0.0283,3.73E-16,,,
cg24318076,-0.26575,0.0326,3.74E-16,,,
cg18381955,-0.32164,0.0395,3.74E-16,,,
cg02615468,-0.33624,0.0413,3.74E-16,,,
cg16567172,-0.16479,0.0202,3.75E-16,,,
cg07661805,-0.20864,0.0256,3.75E-16,,,
cg27059552,-0.33924,0.0416,3.75E-16,,,
cg10731020,0.20214,0.0248,3.75E-16,,,
cg07858973,-0.47847,0.0587,3.77E-16,,,
cg00247963,-0.30211,0.0371,3.77E-16,,,
cg15697019,-0.27779,0.0341,3.77E-16,,,
cg01589461,-0.24938,0.0306,3.78E-16,,,
cg14150378,-0.22764,0.0279,3.78E-16,,,
cg24013954,-0.39455,0.0484,3.78E-16,,,
cg05138949,-0.26496,0.0325,3.79E-16,,,
cg10433052,-0.28039,0.0344,3.79E-16,,,
cg14992524,0.29286,0.036,3.79E-16,,,
cg18002126,-0.50193,0.0616,3.80E-16,,,
cg20638140,-0.28254,0.0347,3.80E-16,,,
cg08137669,-0.46072,0.0566,3.80E-16,,,
cg17919966,-0.16707,0.0205,3.81E-16,,,
cg08815745,0.13793,0.0169,3.81E-16,,,
cg27219362,0.40998,0.0503,3.82E-16,,,
cg23575099,-0.25673,0.0315,3.83E-16,,,
cg12308279,-0.3059,0.0376,3.84E-16,,,
cg02551745,-0.28334,0.0348,3.84E-16,,,
cg01150411,-0.38001,0.0467,3.85E-16,,,
cg07159023,-0.4108,0.0504,3.85E-16,,,
cg00808555,-0.24806,0.0305,3.85E-16,,,
cg14504440,-0.19097,0.0235,3.85E-16,,,
cg10825315,-0.31079,0.0382,3.85E-16,,,
cg23440058,-0.26629,0.0327,3.87E-16,,,
cg20392203,-0.25916,0.0318,3.87E-16,,,
cg17904575,-0.33365,0.041,3.89E-16,,,
cg16744438,-0.21812,0.0268,3.89E-16,,,
cg06397161,-0.24658,0.0303,3.89E-16,,,
cg26116551,0.1711,0.021,3.91E-16,,,
cg03782858,0.30367,0.0373,3.93E-16,,,
cg12613839,-0.28314,0.0348,3.94E-16,,,
cg00591333,-0.36275,0.0446,3.95E-16,,,
cg18204200,-0.19368,0.0238,3.96E-16,,,
cg17156534,-0.16053,0.0197,3.96E-16,,,
cg04333785,-0.46199,0.0568,3.97E-16,,,
cg15653828,-0.21149,0.026,3.99E-16,,,
cg14826909,-0.41635,0.0512,4.00E-16,,,
cg14606082,0.26987,0.0332,4.00E-16,,,
cg00133811,-0.14051,0.0173,4.03E-16,,,
cg01941278,-0.18392,0.0226,4.04E-16,,,
cg05915866,0.20945,0.0257,4.04E-16,,,
cg27304328,-0.3195,0.0393,4.04E-16,,,
cg13728069,-0.32271,0.0397,4.04E-16,,,
cg18168249,-0.3896,0.0479,4.05E-16,,,
cg00782645,-0.24303,0.0299,4.05E-16,,,
cg07129978,-0.13253,0.0163,4.05E-16,,,
cg25702335,0.24746,0.0304,4.05E-16,,,
cg00522276,-0.2947,0.0362,4.06E-16,,,
cg19959917,0.23398,0.0288,4.07E-16,,,
cg00872532,0.25667,0.0315,4.08E-16,,,
cg13464573,-0.28679,0.0352,4.08E-16,,,
cg27016366,-0.24405,0.03,4.08E-16,,,
cg18041960,-0.38278,0.047,4.09E-16,,,
cg02568716,0.31659,0.0389,4.10E-16,,,
cg23648809,-0.15679,0.0193,4.14E-16,,,
cg05057352,-0.2751,0.0338,4.15E-16,,,
cg19656950,0.23989,0.0295,4.15E-16,,,
cg14881393,-0.203,0.025,4.15E-16,,,
cg15739913,-0.30807,0.0379,4.15E-16,,,
cg08236479,-0.19143,0.0235,4.16E-16,,,
cg00558975,0.16693,0.0205,4.17E-16,,,
cg02002258,-0.29554,0.0363,4.19E-16,,,
cg02943595,-0.33175,0.0408,4.20E-16,,,
cg16481332,-0.50135,0.0616,4.21E-16,,,
cg09631880,-0.37768,0.0464,4.21E-16,,,
cg16174681,-0.26175,0.0322,4.21E-16,,,
cg08574915,0.23692,0.0291,4.21E-16,,,
cg22677715,0.46452,0.0571,4.21E-16,,,
cg04956949,-0.28338,0.0348,4.22E-16,,,
cg17983657,-0.27573,0.0339,4.22E-16,,,
cg09155776,-0.30189,0.0371,4.24E-16,,,
cg05917419,-0.35739,0.044,4.25E-16,,,
cg20978460,-0.35658,0.0439,4.25E-16,,,
cg17317859,-0.27851,0.0343,4.26E-16,,,
cg00971695,0.2765,0.034,4.26E-16,,,
cg06397264,0.08655,0.0106,4.29E-16,,,
cg12219307,-0.21616,0.0266,4.30E-16,,,
cg03181117,-0.22078,0.0272,4.31E-16,,,
cg13948456,-0.21029,0.0259,4.31E-16,,,
cg00300627,-0.20683,0.0254,4.31E-16,,,
cg14377923,-0.16045,0.0197,4.32E-16,,,
cg06945634,-0.10079,0.0124,4.32E-16,,,
cg02198895,-0.19405,0.0239,4.34E-16,,,
cg19883293,-0.33954,0.0418,4.35E-16,,,
cg06480171,-0.47752,0.0587,4.35E-16,,,
cg24385632,-0.21051,0.0259,4.38E-16,,,
cg21232161,-0.30171,0.0371,4.38E-16,,,
cg01515508,0.3518,0.0433,4.39E-16,,,
cg06811183,-0.15441,0.019,4.39E-16,,,
cg03420068,-0.31979,0.0393,4.39E-16,,,
cg01388889,0.38852,0.0478,4.40E-16,,,
cg14969965,-0.22725,0.028,4.40E-16,,,
cg25778892,-0.50466,0.0621,4.41E-16,,,
cg17782713,0.24412,0.03,4.42E-16,,,
cg03084983,-0.26243,0.0323,4.43E-16,,,
cg23243400,0.37721,0.0464,4.43E-16,,,
cg27214856,-0.26416,0.0325,4.43E-16,,,
cg17676824,0.1053,0.013,4.44E-16,,,
cg18925726,-0.49632,0.0611,4.44E-16,,,
cg27624229,-0.17095,0.021,4.44E-16,,,
cg10092867,0.30304,0.0373,4.45E-16,,,
cg27368515,-0.39795,0.049,4.47E-16,,,
cg01059881,-0.34449,0.0424,4.47E-16,,,
cg20658466,-0.2282,0.0281,4.48E-16,,,
cg07192048,0.18913,0.0233,4.48E-16,,,
cg07262457,-0.40417,0.0497,4.49E-16,,,
cg13927454,-0.25052,0.0308,4.50E-16,,,
cg24995503,-0.22639,0.0279,4.50E-16,,,
cg26015087,0.28809,0.0355,4.50E-16,,,
cg21546950,-0.47558,0.0585,4.52E-16,,,
cg08200420,-0.21778,0.0268,4.53E-16,,,
cg25363080,0.30015,0.037,4.54E-16,,,
cg02646779,-0.3368,0.0415,4.56E-16,,,
cg16674047,0.1326,0.0163,4.56E-16,,,
cg06621027,-0.23003,0.0283,4.56E-16,,,
cg08780680,-0.45896,0.0565,4.56E-16,,,
cg11479811,-0.23033,0.0284,4.56E-16,,,
cg04992588,-0.25787,0.0317,4.57E-16,,,
cg00520612,-0.33809,0.0416,4.57E-16,,,
cg00782690,-0.14712,0.0181,4.58E-16,,,
cg24140528,-0.1102,0.0136,4.58E-16,,,
cg24705939,-0.1542,0.019,4.59E-16,,,
cg10580269,-0.37837,0.0466,4.59E-16,,,
cg04138492,0.37627,0.0463,4.61E-16,,,
cg05450477,-0.33833,0.0417,4.61E-16,,,
cg15238200,-0.15749,0.0194,4.62E-16,,,
cg26403223,-0.28932,0.0356,4.63E-16,,,
cg05879638,-0.40966,0.0504,4.64E-16,,,
cg16269184,0.24188,0.0298,4.64E-16,,,
cg20805367,-0.1767,0.0218,4.66E-16,,,
cg15531433,-0.32397,0.0399,4.66E-16,,,
cg22722777,0.17332,0.0213,4.67E-16,,,
cg04173992,-0.19372,0.0239,4.67E-16,,,
cg12860156,0.24744,0.0305,4.69E-16,,,
cg09942210,-0.17062,0.021,4.70E-16,,,
cg03137209,0.1893,0.0233,4.73E-16,,,
cg07198150,0.20031,0.0247,4.74E-16,,,
cg13708995,0.4801,0.0591,4.74E-16,,,
cg13469457,-0.23822,0.0293,4.75E-16,,,
cg15837109,-0.20343,0.0251,4.76E-16,,,
cg08401725,-0.48897,0.0602,4.78E-16,,,
cg03523538,-0.13083,0.0161,4.78E-16,,,
cg13893012,-0.24913,0.0307,4.79E-16,,,
cg11391732,-0.0931,0.0115,4.81E-16,,,
cg04498014,-0.35067,0.0432,4.81E-16,,,
cg05967120,-0.2996,0.0369,4.81E-16,,,
cg11603443,0.3513,0.0433,4.83E-16,,,
cg06403317,0.32255,0.0397,4.83E-16,,,
cg13378013,-0.27569,0.034,4.83E-16,,,
cg03005293,-0.37375,0.0461,4.85E-16,,,
cg23698269,0.16624,0.0205,4.87E-16,,,
cg16581179,-0.1241,0.0153,4.89E-16,,,
cg05512420,0.12171,0.015,4.89E-16,,,
cg11453190,-0.1779,0.0219,4.92E-16,,,
cg18739166,-0.30882,0.0381,4.92E-16,,,
cg22526226,-0.12581,0.0155,4.93E-16,,,
cg03627300,-0.31724,0.0391,4.94E-16,,,
cg16516295,-0.1995,0.0246,4.95E-16,,,
cg02209667,-0.39996,0.0493,4.96E-16,,,
cg27090678,0.1959,0.0241,4.97E-16,,,
cg16386488,0.22196,0.0274,4.98E-16,,,
cg26385993,-0.1315,0.0162,4.99E-16,,,
cg01483119,-0.20821,0.0257,5.00E-16,,,
cg00661320,0.20272,0.025,5.00E-16,,,
cg19577671,-0.17828,0.022,5.01E-16,,,
cg15801019,0.17542,0.0216,5.01E-16,,,
cg03560879,0.3219,0.0397,5.01E-16,,,
cg23640231,-0.211,0.026,5.01E-16,,,
cg17298989,-0.42973,0.053,5.03E-16,,,
cg03564620,-0.26863,0.0331,5.03E-16,,,
cg07915730,0.19746,0.0243,5.03E-16,,,
cg06239352,-0.21214,0.0262,5.04E-16,,,
cg19576241,-0.49762,0.0614,5.05E-16,,,
cg19548763,-0.36036,0.0444,5.05E-16,,,
cg18104606,-0.26985,0.0333,5.05E-16,,,
cg02630218,-0.17956,0.0221,5.05E-16,,,
cg08310088,-0.308,0.038,5.06E-16,,,
cg27425146,-0.37245,0.0459,5.06E-16,,,
cg21484586,0.24214,0.0299,5.07E-16,,,
cg09664479,-0.36679,0.0452,5.08E-16,,,
cg07147573,-0.4706,0.058,5.10E-16,,,
cg19869035,-0.42609,0.0525,5.11E-16,,,
cg14694038,-0.289,0.0356,5.12E-16,,,
cg24909660,-0.25773,0.0318,5.13E-16,,,
cg07544482,-0.49426,0.061,5.14E-16,,,
cg01012026,-0.3161,0.039,5.14E-16,,,
cg19873496,-0.33645,0.0415,5.15E-16,,,
cg05668703,0.3124,0.0385,5.16E-16,,,
cg26272623,0.21376,0.0264,5.18E-16,,,
cg22570288,-0.20427,0.0252,5.19E-16,,,
cg15906761,-0.17572,0.0217,5.20E-16,,,
cg07313523,0.37045,0.0457,5.21E-16,,,
cg22260016,-0.17041,0.021,5.21E-16,,,
cg27258394,-0.34484,0.0425,5.22E-16,,,
cg24577594,-0.24534,0.0303,5.22E-16,,,
cg00534255,-0.33077,0.0408,5.25E-16,,,
cg20193802,0.2129,0.0263,5.27E-16,,,
cg24363858,-0.31244,0.0385,5.27E-16,,,
cg25630910,-0.29417,0.0363,5.29E-16,,,
cg23480730,0.24242,0.0299,5.30E-16,,,
cg12302875,-0.33151,0.0409,5.31E-16,,,
cg01972688,-0.17934,0.0221,5.31E-16,,,
cg18826352,-0.26312,0.0325,5.31E-16,,,
cg04869514,-0.37741,0.0466,5.32E-16,,,
cg14240790,-0.22469,0.0277,5.33E-16,,,
cg26477169,-0.33862,0.0418,5.33E-16,,,
cg24576358,-0.29126,0.0359,5.36E-16,,,
cg17742947,-0.33104,0.0409,5.36E-16,,,
cg01498900,-0.20552,0.0254,5.36E-16,,,
cg14194983,-0.34434,0.0425,5.37E-16,,,
cg15953461,-0.22152,0.0273,5.37E-16,,,
cg18498263,-0.30627,0.0378,5.37E-16,,,
cg09012594,0.40188,0.0496,5.37E-16,,,
cg09559780,-0.13335,0.0165,5.39E-16,,,
cg05548945,-0.43202,0.0533,5.39E-16,,,
cg08156867,-0.42041,0.0519,5.40E-16,,,
cg13402624,-0.22852,0.0282,5.40E-16,,,
cg14833621,-0.32215,0.0398,5.40E-16,,,
cg20794042,-0.15009,0.0185,5.41E-16,,,
cg25165908,-0.21954,0.0271,5.41E-16,,,
cg12813754,-0.32551,0.0402,5.41E-16,,,
cg02696830,-0.26606,0.0328,5.43E-16,,,
cg08820401,-0.19711,0.0243,5.43E-16,,,
cg26585452,0.47336,0.0584,5.43E-16,,,
cg02417427,0.16485,0.0203,5.46E-16,,,
cg25883020,0.17919,0.0221,5.46E-16,,,
cg08692006,-0.28242,0.0349,5.47E-16,,,
cg25962992,-0.14062,0.0174,5.48E-16,,,
cg18161670,-0.3832,0.0473,5.50E-16,,,
cg01419914,0.40539,0.0501,5.51E-16,,,
cg07028415,-0.22526,0.0278,5.51E-16,,,
cg04434593,0.22464,0.0277,5.54E-16,,,
cg01851672,-0.24145,0.0298,5.56E-16,,,
cg05187826,-0.1143,0.0141,5.56E-16,,,
cg23413809,0.2588,0.032,5.58E-16,,,
cg08112313,-0.18737,0.0231,5.58E-16,,,
cg19519624,-0.27592,0.0341,5.60E-16,,,
cg02894944,-0.36024,0.0445,5.61E-16,,,
cg23323203,0.34301,0.0424,5.61E-16,,,
cg01244514,-0.33474,0.0413,5.62E-16,,,
cg18756580,-0.22093,0.0273,5.62E-16,,,
cg03002136,-0.38926,0.0481,5.65E-16,,,
cg20314548,0.13411,0.0166,5.66E-16,,,
cg01369479,-0.38214,0.0472,5.67E-16,,,
cg17417573,-0.17967,0.0222,5.68E-16,,,
cg20437276,-0.20839,0.0257,5.68E-16,,,
cg22719658,-0.1445,0.0178,5.69E-16,,,
cg13515584,0.44728,0.0552,5.69E-16,,,
cg14306058,-0.41713,0.0515,5.70E-16,,,
cg18904552,-0.22854,0.0282,5.71E-16,,,
cg13719287,-0.13933,0.0172,5.71E-16,,,
cg13516479,-0.23575,0.0291,5.71E-16,,,
cg24936095,-0.38489,0.0475,5.72E-16,,,
cg18741958,-0.39383,0.0487,5.72E-16,,,
cg03743584,-0.23949,0.0296,5.73E-16,,,
cg15111629,-0.27866,0.0344,5.74E-16,,,
cg18851795,0.32938,0.0407,5.75E-16,,,
cg20906165,0.21142,0.0261,5.75E-16,,,
cg21591807,-0.17056,0.0211,5.77E-16,,,
cg21113478,-0.25997,0.0321,5.77E-16,,,
cg23844910,-0.24407,0.0302,5.78E-16,,,
cg08309183,0.21748,0.0269,5.78E-16,,,
cg27545367,0.20203,0.025,5.80E-16,,,
cg16471830,-0.16888,0.0209,5.81E-16,,,
cg09933279,-0.09185,0.0113,5.81E-16,,,
cg00909706,-0.27819,0.0344,5.82E-16,,,
cg06113001,-0.21746,0.0269,5.82E-16,,,
cg03143060,-0.18845,0.0233,5.83E-16,,,
cg04111467,-0.44507,0.055,5.83E-16,,,
cg07915884,0.18177,0.0225,5.83E-16,,,
cg16426366,-0.46192,0.0571,5.85E-16,,,
cg27413290,-0.18134,0.0224,5.85E-16,,,
cg07542748,-0.19917,0.0246,5.85E-16,,,
cg14053657,-0.16276,0.0201,5.85E-16,,,
cg23051392,-0.41079,0.0508,5.87E-16,,,
cg17017514,-0.3081,0.0381,5.88E-16,,,
cg27437721,-0.34286,0.0424,5.91E-16,,,
cg15463387,-0.27955,0.0346,5.91E-16,,,
cg03607951,-0.35627,0.044,5.92E-16,,,
cg01604883,-0.26307,0.0325,5.93E-16,,,
cg09820244,-0.21042,0.026,5.94E-16,,,
cg19560588,0.22006,0.0272,5.98E-16,,,
cg03566174,-0.18578,0.023,6.02E-16,,,
cg01847889,-0.19122,0.0236,6.05E-16,,,
cg22408430,-0.41527,0.0513,6.05E-16,,,
cg10639428,-0.25694,0.0318,6.06E-16,,,
cg13915803,0.20179,0.0249,6.06E-16,,,
cg24134897,-0.40194,0.0497,6.07E-16,,,
cg21885864,0.36595,0.0452,6.07E-16,,,
cg01634386,-0.16086,0.0199,6.08E-16,,,
cg00924265,-0.28507,0.0352,6.10E-16,,,
cg17311587,-0.31759,0.0393,6.11E-16,,,
cg04310460,-0.20588,0.0255,6.14E-16,,,
cg19529621,-0.40305,0.0498,6.16E-16,,,
cg05749351,-0.39879,0.0493,6.16E-16,,,
cg10441070,-0.2649,0.0328,6.16E-16,,,
cg23670904,-0.29249,0.0362,6.16E-16,,,
cg15641364,-0.26137,0.0323,6.17E-16,,,
cg21350860,-0.50959,0.063,6.17E-16,,,
cg24416660,-0.37594,0.0465,6.18E-16,,,
cg18180407,-0.21225,0.0263,6.18E-16,,,
cg16400350,-0.28657,0.0354,6.19E-16,,,
cg09396217,0.22371,0.0277,6.19E-16,,,
cg08321867,0.20737,0.0256,6.22E-16,,,
cg17342864,-0.19533,0.0242,6.23E-16,,,
cg18214661,-0.40701,0.0503,6.24E-16,,,
cg25594876,-0.14373,0.0178,6.25E-16,,,
cg13356540,-0.2671,0.033,6.25E-16,,,
cg12102702,-0.18609,0.023,6.26E-16,,,
cg14621907,-0.39952,0.0494,6.26E-16,,,
cg13375571,-0.26241,0.0325,6.26E-16,,,
cg04113094,0.25225,0.0312,6.27E-16,,,
cg26052586,0.23419,0.029,6.30E-16,,,
cg24750156,0.28211,0.0349,6.32E-16,,,
cg01292299,-0.39567,0.049,6.33E-16,,,
cg09938406,-0.13939,0.0172,6.34E-16,,,
cg03008387,-0.28925,0.0358,6.35E-16,,,
cg01477253,-0.19053,0.0236,6.35E-16,,,
cg04010423,-0.1882,0.0233,6.36E-16,,,
cg25975856,-0.38245,0.0473,6.39E-16,,,
cg17288471,-0.3216,0.0398,6.39E-16,,,
cg12526693,-0.28495,0.0353,6.39E-16,,,
cg06250127,-0.21035,0.026,6.40E-16,,,
cg10150278,-0.25882,0.032,6.41E-16,,,
cg21238619,-0.25042,0.031,6.41E-16,,,
cg10331082,-0.16829,0.0208,6.42E-16,,,
cg24924577,-0.35338,0.0437,6.42E-16,,,
cg20810222,-0.57469,0.0711,6.42E-16,,,
cg04306992,-0.29526,0.0365,6.44E-16,,,
cg04878685,0.26981,0.0334,6.44E-16,,,
cg03846641,-0.19921,0.0247,6.45E-16,,,
cg20566475,-0.23854,0.0295,6.45E-16,,,
cg13587908,-0.28481,0.0352,6.46E-16,,,
cg06219310,-0.22849,0.0283,6.48E-16,,,
cg23445003,-0.28428,0.0352,6.52E-16,,,
cg16862260,-0.19911,0.0246,6.52E-16,,,
cg08457178,0.20867,0.0258,6.53E-16,,,
cg06246941,-0.24898,0.0308,6.56E-16,,,
cg02762634,-0.26288,0.0325,6.57E-16,,,
cg11955491,-0.35634,0.0441,6.57E-16,,,
cg11323721,-0.2533,0.0314,6.59E-16,,,
cg08147001,-0.1813,0.0224,6.60E-16,,,
cg26947448,-0.38959,0.0482,6.61E-16,,,
cg15251311,-0.17637,0.0218,6.62E-16,,,
cg08644340,-0.49977,0.0619,6.63E-16,,,
cg23834919,-0.31234,0.0387,6.65E-16,,,
cg23873406,-0.3854,0.0477,6.67E-16,,,
cg02673850,-0.20873,0.0258,6.67E-16,,,
cg21548464,0.37619,0.0466,6.67E-16,,,
cg23721586,-0.18478,0.0229,6.67E-16,,,
cg10938393,-0.14332,0.0177,6.68E-16,,,
cg01263631,-0.17963,0.0222,6.68E-16,,,
cg17184704,-0.37064,0.0459,6.68E-16,,,
cg03779072,-0.37537,0.0465,6.70E-16,,,
cg14528319,-0.20886,0.0259,6.73E-16,,,
cg24495007,-0.24052,0.0298,6.73E-16,,,
cg23275644,-0.15738,0.0195,6.75E-16,,,
cg18456621,-0.16975,0.021,6.75E-16,,,
cg27281791,-0.201,0.0249,6.76E-16,,,
cg13501527,-0.28129,0.0348,6.76E-16,,,
cg09563311,-0.26064,0.0323,6.77E-16,,,
cg00099602,-0.19717,0.0244,6.79E-16,,,
cg03261783,-0.2722,0.0337,6.82E-16,,,
cg19894446,-0.22191,0.0275,6.86E-16,,,
cg19758969,-0.27551,0.0341,6.87E-16,,,
cg07621385,-0.12164,0.0151,6.88E-16,,,
cg16590319,-0.42501,0.0526,6.88E-16,,,
cg26826350,-0.16651,0.0206,6.90E-16,,,
cg14212850,-0.35727,0.0443,6.91E-16,,,
cg23165500,-0.21872,0.0271,6.91E-16,,,
cg10186039,0.18944,0.0235,6.94E-16,,,
cg21000533,-0.21648,0.0268,6.96E-16,,,
cg23222604,0.20667,0.0256,7.01E-16,,,
cg23575603,0.36489,0.0452,7.01E-16,,,
cg20989480,0.24104,0.0299,7.03E-16,,,
cg09029085,-0.40052,0.0496,7.03E-16,,,
cg06832687,-0.22073,0.0274,7.04E-16,,,
cg09549649,-0.34216,0.0424,7.04E-16,,,
cg06437396,0.26031,0.0323,7.04E-16,,,
cg07787614,-0.39337,0.0487,7.05E-16,,,
cg23691223,-0.2687,0.0333,7.06E-16,,,
cg19896129,-0.30031,0.0372,7.06E-16,,,
cg26543333,0.23231,0.0288,7.12E-16,,,
cg26275662,0.14403,0.0179,7.12E-16,,,
cg24349631,-0.42583,0.0528,7.18E-16,,,
cg10859329,0.24288,0.0301,7.21E-16,,,
cg06633162,-0.21305,0.0264,7.21E-16,,,
cg00207731,-0.16586,0.0206,7.21E-16,,,
cg23067317,-0.2804,0.0348,7.22E-16,,,
cg22824738,-0.33101,0.041,7.22E-16,,,
cg12541626,-0.16236,0.0201,7.24E-16,,,
cg06947191,-0.2655,0.0329,7.24E-16,,,
cg00194126,0.46264,0.0574,7.26E-16,,,
cg07753525,-0.35555,0.0441,7.26E-16,,,
cg24545961,0.25235,0.0313,7.28E-16,,,
cg19336191,-0.28148,0.0349,7.35E-16,,,
cg02477838,-0.4126,0.0512,7.38E-16,,,
cg09690215,-0.33641,0.0417,7.38E-16,,,
cg22941974,0.28985,0.0359,7.39E-16,,,
cg15370635,-0.34808,0.0432,7.40E-16,,,
cg04654716,0.2605,0.0323,7.40E-16,,,
cg27503015,0.30939,0.0384,7.41E-16,,,
cg09593860,0.37725,0.0468,7.42E-16,,,
cg04369903,-0.3693,0.0458,7.44E-16,,,
cg15511120,-0.39738,0.0493,7.45E-16,,,
cg04702872,0.18326,0.0227,7.47E-16,,,
cg13478737,-0.21562,0.0267,7.52E-16,,,
cg03492136,-0.16674,0.0207,7.52E-16,,,
cg05396243,-0.27139,0.0337,7.53E-16,,,
cg18116670,0.21099,0.0262,7.55E-16,,,
cg05737153,-0.28122,0.0349,7.55E-16,,,
cg09682051,-0.41273,0.0512,7.57E-16,,,
cg00420510,-0.18755,0.0233,7.57E-16,,,
cg09300185,0.2449,0.0304,7.58E-16,,,
cg06153925,-0.22804,0.0283,7.58E-16,,,
cg24020806,0.2693,0.0334,7.59E-16,,,
cg24448870,-0.26938,0.0334,7.59E-16,,,
cg13016528,-0.1559,0.0193,7.60E-16,,,
cg05223459,-0.22312,0.0277,7.60E-16,,,
cg14375849,-0.10726,0.0133,7.60E-16,,,
cg20814312,-0.2808,0.0348,7.60E-16,,,
cg01185921,-0.37192,0.0461,7.61E-16,,,
cg16151538,-0.26889,0.0334,7.63E-16,,,
cg15111638,0.38375,0.0476,7.63E-16,,,
cg15182320,-0.21377,0.0265,7.64E-16,,,
cg00656603,0.35676,0.0443,7.65E-16,,,
