cpg,beta,p
cg16989380,-0.415711724,6.2817E-06
cg22776856,-0.405530721,6.28391E-06
cg20971407,-0.433954742,6.31633E-06
cg12799029,-0.326446711,6.32181E-06
cg21193744,-0.364561829,6.32292E-06
cg11631271,0.353546447,6.32469E-06
cg17113158,-0.370719593,6.32593E-06
cg07855639,-0.188095048,6.33832E-06
cg07345515,-0.311390348,6.34236E-06
cg17884766,-0.408181667,6.34576E-06
cg02835038,-0.433912928,6.36693E-06
cg16366604,-0.209067242,6.40178E-06
cg21147063,-0.362475073,6.41609E-06
cg16643228,-0.285017485,6.41654E-06
cg17916418,-0.301236436,6.4214E-06
cg17345741,-0.355957342,0.000006423
cg15107887,-0.302969519,6.42912E-06
cg00288598,-0.310675179,6.43372E-06
cg07813445,-0.2594013,6.44045E-06
cg03742629,-0.30395701,6.4411E-06
cg09021952,-0.293367695,6.45165E-06
cg26142490,-0.248981206,6.45393E-06
cg04170948,-0.313275706,6.45869E-06
cg23820828,0.266238683,6.46073E-06
cg03595243,-0.315647913,6.46942E-06
cg04214430,-0.42574279,6.47014E-06
cg25466245,-0.302754442,6.47546E-06
cg15981982,-0.328898384,6.48467E-06
cg05656939,-0.270749268,6.48921E-06
cg27227804,-0.311862336,6.50473E-06
cg08657341,-0.310722081,6.50558E-06
cg26326621,-0.167470907,6.5078E-06
cg18765542,0.230555267,6.51352E-06
cg25270089,-0.252714199,6.52053E-06
cg19797700,-0.370898233,6.52859E-06
cg09321307,-0.189949164,6.54278E-06
cg10219789,-0.239242854,6.54441E-06
cg16434365,-0.250750605,6.57281E-06
cg25427233,-0.148776563,6.58583E-06
cg27259235,-0.288246554,6.59364E-06
cg20266715,-0.426104858,6.59582E-06
cg14154131,-0.245662069,6.6024E-06
cg18899777,0.204209432,6.60368E-06
cg09230667,-0.200240867,0.00000661
cg20466954,0.397549303,6.61764E-06
cg18768347,-0.17068246,6.61909E-06
cg16933181,0.171270439,6.62335E-06
cg17390106,-0.330524413,0.000006632
cg01309121,-0.215281328,6.65111E-06
cg01757124,0.185652399,6.65762E-06
cg19868691,0.229327929,6.66782E-06
cg22209573,-0.2574357,6.66919E-06
cg02340851,-0.30055285,6.67112E-06
cg02767093,-0.276589838,6.68065E-06
cg14819242,-0.424896763,6.68371E-06
cg07120254,-0.410192807,6.6913E-06
cg01078772,-0.367597641,6.69676E-06
cg08323651,0.126409626,6.69764E-06
cg07846061,-0.404834176,6.71547E-06
cg11798521,-0.203367213,6.72281E-06
cg06840801,-0.417365886,6.72454E-06
cg02063833,-0.206577536,6.74544E-06
cg07619170,-0.307202559,6.74939E-06
cg06644373,0.175721907,6.75465E-06
cg22011587,-0.275491578,6.75729E-06
cg05398036,-0.28299902,6.75835E-06
cg09575189,-0.249019734,6.76829E-06
cg16189217,-0.343440033,6.77137E-06
cg26261291,-0.266314319,6.79744E-06
cg16753685,-0.25488668,6.8002E-06
cg18324824,-0.293618461,6.80557E-06
cg17877704,0.422175254,6.81187E-06
cg24188017,-0.279112837,6.81819E-06
cg06973234,0.101092732,6.82152E-06
cg24527751,-0.185921818,0.000006828
cg06928797,-0.35807,6.83422E-06
cg00029284,-0.16671863,6.84339E-06
cg08089354,-0.314279009,6.84685E-06
cg13997645,0.289417055,6.85476E-06
cg01904145,-0.228553416,6.86568E-06
cg11833244,-0.196391274,6.87372E-06
cg03566418,0.197927195,6.87429E-06
cg24711224,-0.232330496,6.88784E-06
ch.14.1488981R,-0.44177652,6.89551E-06
cg01808969,-0.179289548,6.90712E-06
cg24145685,-0.147111338,6.9131E-06
cg21164050,-0.250275394,6.91591E-06
cg01362243,0.17251594,6.92052E-06
cg01015871,-0.211585051,6.93638E-06
cg03797305,-0.135691422,6.94313E-06
cg00377865,-0.295123154,6.96488E-06
cg17129764,-0.240860956,6.99894E-06
cg20171999,-0.476802954,7.02207E-06
cg17453187,-0.229677726,7.02953E-06
cg02571055,-0.409158578,0.000007031
cg08129292,-0.420258414,7.04574E-06
cg25937884,-0.387891201,7.04625E-06
cg01859360,-0.347377111,7.06233E-06
cg04281204,-0.310532738,0.000007065
cg18952796,0.449397461,7.07227E-06
cg07407159,-0.325245328,7.07933E-06
cg19923238,-0.161067618,0.000007081
cg05332629,-0.10455209,7.08429E-06
cg18571094,-0.262039348,7.08569E-06
cg00482162,-0.238340385,7.09383E-06
cg24129198,-0.292768837,7.10449E-06
cg21030312,-0.36803526,7.11748E-06
cg23635663,-0.400159536,7.12826E-06
cg08861115,-0.304368005,7.13534E-06
cg11628739,-0.200091647,7.13669E-06
cg00642501,-0.275983024,7.14674E-06
cg16781907,-0.220779223,7.14724E-06
cg02687026,-0.235946542,7.15815E-06
cg11763337,-0.322200231,7.16508E-06
cg05481579,-0.219996109,7.1848E-06
cg20358566,-0.163953821,7.20056E-06
cg03730946,-0.283138487,7.20242E-06
cg26151467,0.180534286,7.20365E-06
cg07991100,-0.415938323,7.20921E-06
cg08485001,-0.314554698,7.21564E-06
cg19170156,-0.182766077,7.21621E-06
cg05973132,-0.311112755,0.000007219
cg24405951,-0.328945927,7.21973E-06
cg01808508,-0.213215858,7.24587E-06
cg14786116,-0.359176732,7.24652E-06
cg25076408,-0.239457448,7.27072E-06
cg03430605,-0.361468674,7.28918E-06
cg16161359,-0.255428614,7.29559E-06
cg03998835,0.234947933,7.30546E-06
cg01062470,-0.368146024,7.30678E-06
cg02303317,-0.40509958,7.31883E-06
cg00880682,-0.309406477,7.33107E-06
cg04755561,-0.328742705,7.34119E-06
cg12177539,-0.17822447,7.34294E-06
cg04258138,-0.233127171,7.34543E-06
cg15531369,-0.336567678,7.34788E-06
cg21826258,-0.304530284,7.35405E-06
cg17811658,-0.205424933,7.35424E-06
cg00464046,-0.369106825,7.35907E-06
cg23075771,-0.205490995,7.38411E-06
cg10100437,-0.367803858,7.39059E-06
cg13579167,-0.243714505,7.40255E-06
cg05585556,-0.300863061,7.40834E-06
cg13572892,0.227630258,7.41131E-06
cg03752977,-0.456056422,7.4132E-06
cg21448513,-0.256695405,0.000007423
cg09502177,-0.244769519,7.42392E-06
cg19984355,-0.430318095,7.4315E-06
cg21667998,-0.267554633,7.44491E-06
cg18247179,-0.527237844,7.44647E-06
cg00533835,-0.233165654,7.44965E-06
cg23748965,-0.20265763,7.45187E-06
cg01617071,-0.376065641,7.47707E-06
cg10149582,-0.189716039,7.48054E-06
cg14199276,0.387934428,7.53536E-06
cg26890181,-0.377341999,7.54295E-06
cg23638518,-0.411737913,7.54427E-06
cg21339799,-0.333252327,7.55728E-06
cg26588045,-0.333265118,7.55962E-06
cg13272108,-0.281232156,7.57154E-06
cg06610125,-0.344807911,7.60238E-06
cg06728793,-0.33291959,7.61359E-06
cg02538248,-0.460099144,0.000007617
cg21390363,-0.305414437,7.61941E-06
cg12352399,-0.26589246,7.63588E-06
cg22010963,-0.393690635,7.64454E-06
cg25295612,-0.211354021,7.64564E-06
cg18087953,-0.19980422,0.000007661
cg06092310,0.449463511,7.66115E-06
cg18516609,-0.370230708,7.68755E-06
cg12258847,-0.22571761,7.69841E-06
cg07850418,0.127313873,7.71045E-06
cg15061231,-0.235686965,7.71073E-06
cg13335974,0.362787853,7.73838E-06
cg07350444,-0.137761022,0.000007768
cg08927006,0.26809247,7.77053E-06
cg22984132,-0.216311147,7.77829E-06
cg00186143,-0.358449647,7.78017E-06
cg14524955,-0.267412321,7.78041E-06
cg19868125,-0.20942007,7.79458E-06
cg25397111,-0.252664344,7.79551E-06
cg21649442,0.222791966,7.80226E-06
cg01999046,-0.220158998,0.000007805
cg15348319,-0.334735168,7.80548E-06
cg09676484,-0.449428948,7.81145E-06
cg13379195,-0.162756728,7.81186E-06
cg14455991,-0.351799749,0.000007823
cg05078075,-0.24095288,7.83181E-06
cg24985672,-0.259825829,7.83688E-06
cg02347984,-0.389195773,7.83831E-06
cg20063728,-0.331884648,7.83916E-06
cg26917305,-0.180858657,7.84926E-06
cg10929758,-0.238275775,7.85175E-06
cg26987613,-0.226756134,7.86541E-06
cg25603927,-0.448262548,7.86685E-06
cg16928313,-0.44240957,7.87288E-06
cg19377421,-0.292181473,7.87476E-06
cg06015439,-0.416376827,7.87953E-06
cg16472834,-0.447894865,7.88108E-06
cg15770012,-0.166126971,7.8841E-06
cg22143698,0.541957014,7.90405E-06
cg02974491,-0.151876473,7.90566E-06
cg14817867,-0.412450103,7.90611E-06
cg10113107,-0.290650145,0.000007908
cg10055235,-0.348518918,7.92008E-06
cg25799994,-0.119525763,7.92248E-06
cg22677650,-0.297437411,7.92865E-06
cg12992443,-0.22420008,7.93014E-06
cg24863152,-0.369682104,7.93584E-06
cg24637035,0.226807515,7.95109E-06
cg01058902,-0.301050138,7.95712E-06
cg13996430,-0.228997523,7.95975E-06
cg05867750,-0.343032341,0.000007973
cg14945086,-0.42031952,7.97839E-06
cg26583474,-0.438651546,7.98468E-06
cg14080050,-0.300487965,7.98687E-06
cg03642503,-0.330278044,7.9917E-06
cg06496272,-0.447269258,7.99444E-06
cg13781869,-0.239798837,8.00669E-06
cg02532700,-0.564493477,8.03046E-06
cg15741930,-0.190101265,8.03146E-06
cg05024961,-0.35953684,8.0388E-06
cg23196919,-0.219957414,8.04906E-06
cg10735015,-0.276214626,8.07861E-06
cg11633264,-0.152862844,0.000008092
cg01287376,-0.217695018,8.09277E-06
cg08998657,-0.473258021,8.11345E-06
cg17886654,-0.39113518,8.11878E-06
cg03139435,-0.42952056,8.12083E-06
cg25123427,-0.180609992,8.1235E-06
cg23010538,0.225982296,8.13053E-06
cg12549345,-0.362230905,0.000008148
cg23058719,-0.24439601,8.15039E-06
cg26959827,-0.240952948,8.15963E-06
cg09659400,-0.460058764,8.16382E-06
cg07708653,-0.271083799,8.16663E-06
cg10830713,-0.108909063,8.16894E-06
cg17222434,-0.433737598,8.16905E-06
cg26816564,0.206462059,8.18134E-06
cg17209280,-0.290339307,8.18767E-06
cg05118587,-0.381215974,8.21054E-06
cg20388462,-0.216729672,8.22413E-06
cg00187437,-0.194142233,8.22506E-06
cg20025677,-0.272811979,8.22718E-06
cg24569746,0.131517362,8.23037E-06
cg26020069,-0.383953856,8.23047E-06
cg25636481,-0.538045263,0.000008248
cg27078927,-0.227610976,8.24947E-06
cg20698942,-0.560486537,0.00000826
cg21062760,-0.363605223,8.2663E-06
cg03882270,-0.268649302,8.27768E-06
cg12591668,-0.491881998,8.29616E-06
cg04351828,-0.259598782,8.29807E-06
cg02325250,-0.324045517,8.3166E-06
cg03158561,-0.449328996,8.31716E-06
cg08250742,-0.318360269,8.34582E-06
cg25806347,0.114100796,8.36847E-06
cg21558614,-0.392372495,8.38228E-06
cg14178343,-0.250717258,8.38375E-06
cg10720080,-0.176318346,8.38516E-06
cg18721397,-0.477128823,8.40833E-06
cg18525312,-0.207366754,8.41461E-06
cg08161136,-0.292336324,8.4223E-06
cg19414722,-0.329287302,8.42647E-06
cg03407228,-0.241191737,8.42786E-06
cg20017995,-0.346842646,8.43011E-06
cg16252905,-0.280326571,8.43519E-06
cg20698113,-0.429483865,8.43594E-06
cg09502149,-0.262476222,8.43824E-06
cg13487983,0.241732634,8.44594E-06
cg04768998,-0.288298242,8.44933E-06
cg08262002,-0.162391854,8.44982E-06
cg00074771,-0.402478572,8.45061E-06
cg06235438,-0.57008779,8.45291E-06
cg24353443,0.493644483,8.47266E-06
cg07476963,-0.3898444,8.47574E-06
cg05800339,-0.264488145,8.47667E-06
cg21039631,-0.327141445,8.47832E-06
cg01733795,-0.213579325,8.48307E-06
cg26063719,-0.449281377,8.48421E-06
cg15933120,-0.529285125,0.000008501
cg22334880,0.197946211,8.5017E-06
cg00822361,-0.2386008,8.50371E-06
cg07419011,-0.309358751,8.5235E-06
cg05349059,-0.28576932,8.52852E-06
cg03149958,-0.20512639,8.55277E-06
cg02511156,0.143749706,8.55605E-06
cg13420647,-0.188008576,8.55713E-06
cg11236429,0.156670004,8.56764E-06
cg22807877,-0.123191498,8.59116E-06
cg08798862,-0.346770878,8.59534E-06
cg06271165,-0.406197115,8.60231E-06
cg00721080,-0.250297232,8.60914E-06
cg14090556,-0.152842909,8.61027E-06
cg27129725,-0.182989392,8.62142E-06
cg09339017,-0.348683658,8.63832E-06
cg18195862,-0.216067489,8.64124E-06
cg12058185,0.085508931,8.64417E-06
cg24035484,0.371256036,0.000008645
cg24673801,-0.396235065,8.64667E-06
cg13626140,-0.327971826,8.65121E-06
cg02601249,-0.183288761,8.6708E-06
cg15422307,-0.223850506,8.67093E-06
cg02223801,-0.459734672,8.68225E-06
cg08457906,-0.184137228,8.68572E-06
cg12682870,-0.217245381,8.69184E-06
cg21316772,-0.239055173,0.000008693
cg06024039,-0.327198935,8.69392E-06
cg05013422,-0.101919427,8.71121E-06
cg05363382,-0.479291587,8.71189E-06
cg26422762,-0.157202356,8.71385E-06
cg10905012,-0.266023588,8.71927E-06
cg02449461,0.336680529,8.72037E-06
cg02829654,-0.2709197,8.73024E-06
cg02543363,-0.270914947,8.73268E-06
cg13474639,-0.153301015,8.74154E-06
cg03624316,-0.312997094,8.74416E-06
cg16200116,-0.427237391,8.7491E-06
cg01589587,-0.363573386,8.75855E-06
cg14517340,-0.331320727,8.75883E-06
cg09900152,-0.341672708,0.000008771
cg11424376,-0.24500067,8.77426E-06
cg14333454,-0.241116231,8.77963E-06
cg12800803,-0.309472034,8.7812E-06
cg02358362,-0.382386872,8.79528E-06
cg10490099,-0.283398647,8.8019E-06
cg21766592,-0.619138565,8.81065E-06
cg06745684,-0.215056307,8.81244E-06
cg05993643,-0.320643518,8.84049E-06
cg14284394,-0.204479204,8.87313E-06
cg22304262,-0.318913506,8.87481E-06
cg14317056,-0.388339331,8.89163E-06
cg23869439,-0.26294522,8.89216E-06
cg08519191,-0.247551522,8.93245E-06
cg26570574,-0.419678239,8.93264E-06
cg04366628,-0.249509204,8.95011E-06
cg16755924,0.185968249,8.95253E-06
cg25101764,-0.189051313,8.95863E-06
cg14506668,0.220781704,8.96108E-06
cg24251135,-0.302208806,8.97406E-06
cg00640314,-0.586516754,8.98471E-06
cg04011474,-0.336382466,8.99317E-06
cg14182890,-0.170875696,9.01268E-06
cg13743091,-0.272815403,9.01449E-06
cg22035738,-0.250945147,9.06231E-06
cg04353438,-0.220447347,9.06553E-06
cg24052817,-0.313145642,9.07757E-06
cg15391794,-0.437793554,9.08014E-06
cg11071912,-0.16766665,9.10007E-06
cg00223899,-0.315268705,9.14243E-06
cg10366053,-0.255334809,0.000009158
cg23369601,-0.311653758,9.1584E-06
cg08428868,-0.195328499,9.15885E-06
cg00041014,-0.439895403,9.16523E-06
cg01828530,-0.370994117,9.18727E-06
cg14802951,-0.177158935,9.20361E-06
cg25697314,-0.395081638,9.2072E-06
cg17781866,-0.214755948,9.20726E-06
cg20914464,0.232692824,9.23377E-06
cg17434901,-0.191758457,9.23615E-06
cg02266878,-0.266610311,9.24731E-06
cg19867579,-0.260384671,0.00000925
cg12870014,-0.251091563,9.25674E-06
cg24898914,-0.418179072,9.25836E-06
cg04527989,-0.503109762,9.26549E-06
cg26674546,-0.173646948,9.26824E-06
cg03852670,0.237254208,9.27279E-06
cg22108567,-0.202298636,9.27378E-06
cg13709639,-0.572795226,9.27743E-06
cg14544248,-0.216709377,9.27874E-06
cg01321816,-0.439670255,9.28431E-06
cg14213105,-0.369113359,9.28439E-06
cg05339037,-0.276837741,9.2982E-06
cg23362763,0.195642743,9.29972E-06
cg02757516,-0.236143424,9.30606E-06
cg03382306,-0.25214173,9.30791E-06
cg07288027,-0.209606555,9.34018E-06
cg04362790,-0.401337936,9.34642E-06
cg21560697,-0.512344522,0.000009351
cg24530660,0.239593375,9.35994E-06
cg27354635,-0.303588181,9.3679E-06
cg07257768,-0.310664736,9.39333E-06
cg25686860,0.156868776,9.40593E-06
cg18765405,-0.21649626,9.42016E-06
cg27103348,-0.168216821,9.42968E-06
cg27264437,-0.301262684,9.43666E-06
cg14280382,-0.328814134,9.43721E-06
cg09805692,-0.196045916,9.43978E-06
cg24317310,-0.18568186,9.44626E-06
cg01426968,-0.183398468,9.46316E-06
cg23885005,-0.239541345,9.49463E-06
cg04007890,-0.328122102,9.49739E-06
cg27063969,-0.390089712,9.50329E-06
cg23298114,-0.464978069,9.51176E-06
cg14582049,-0.312517275,9.54326E-06
cg03319638,-0.179493806,9.55163E-06
cg27052709,-0.251973648,9.55266E-06
cg01957599,-0.574736203,9.55316E-06
cg20427318,-0.577911346,9.56323E-06
cg01370294,-0.518022222,9.56811E-06
cg20475114,-0.200566198,9.58247E-06
cg18817396,-0.302388178,9.58907E-06
cg13244312,0.314749749,9.59024E-06
cg11897314,0.120682401,9.60361E-06
cg26014538,0.269373008,9.62147E-06
cg23290159,-0.37024847,9.62493E-06
cg02673323,-0.631456731,9.63351E-06
cg00780426,-0.154319194,0.000009636
cg16497398,-0.297837638,0.000009639
cg03206044,-0.276592277,9.65282E-06
cg01807131,-0.221666865,9.69075E-06
cg22552736,-0.191986182,9.69223E-06
cg24239329,0.143998685,9.69715E-06
cg15029935,-0.266018718,9.70419E-06
cg16043635,-0.242253564,9.72156E-06
cg03475285,0.117840074,0.000009724
cg16230553,-0.339722241,9.72692E-06
cg16229180,-0.172136222,9.73547E-06
cg19712979,-0.449328481,9.7401E-06
cg02494703,-0.161312653,9.75039E-06
cg27544000,0.277801801,9.75177E-06
cg21522289,-0.254293552,9.7594E-06
cg20343063,-0.201131055,9.76286E-06
cg00053851,-0.345563274,9.76645E-06
cg20060206,0.313017676,9.77593E-06
cg19485539,0.13456075,9.77668E-06
cg19614811,-0.501436866,0.000009782
cg14913925,0.16276387,9.78334E-06
cg21145284,-0.128821717,9.78461E-06
cg04881228,-0.155005453,9.78467E-06
cg01374580,-0.438800657,9.78765E-06
cg03539041,-0.262744063,9.78839E-06
cg26236235,-0.284620809,9.79642E-06
cg03157027,0.190320315,9.79934E-06
cg16380876,-0.289600715,9.80179E-06
cg07821739,-0.212352225,9.8423E-06
cg13131840,-0.200012434,9.85057E-06
cg27255759,-0.306225918,9.85061E-06
cg23715582,0.180624628,9.85375E-06
cg21201657,-0.247696138,9.85967E-06
cg21737444,-0.309074419,9.86951E-06
cg07128873,-0.209166136,0.000009879
cg20730966,-0.38898517,0.000009888
cg11876912,-0.287960045,9.89078E-06
cg04619882,-0.218305598,9.89876E-06
cg21006727,-0.300377729,0.00000991
cg06861037,-0.152457438,9.92377E-06
cg19391276,0.275735683,9.92383E-06
cg00693583,-0.198753381,9.93016E-06
cg01444574,0.250071739,0.000009932
cg10743697,-0.311321974,9.94643E-06
cg03413475,-0.167274435,9.95661E-06
cg19598142,-0.24867349,9.95675E-06
cg01604883,-0.280219523,9.95768E-06
cg22433726,-0.175364583,9.96252E-06
cg14839898,-0.182760472,9.98009E-06
cg20533530,-0.168212181,9.98912E-06
cg19651003,-0.243985546,9.99557E-06
cg00588297,-0.222999376,1.00116E-05
cg20737909,-0.273653864,1.00135E-05
cg22709144,-0.22856695,1.00153E-05
cg16107389,-0.393776466,1.00313E-05
cg15839913,-0.284324766,1.00344E-05
cg25806655,-0.148498324,1.00355E-05
cg19014749,-0.257461792,1.00472E-05
cg23813179,-0.180995453,1.00615E-05
cg01236063,0.157849327,0.000010066
cg21566086,-0.31191347,1.00838E-05
cg12229082,-0.186753489,1.00923E-05
cg10208609,-0.328349231,0.000010098
cg07479253,-0.229698748,1.01077E-05
cg05125809,-0.352742816,1.01179E-05
cg17542806,-0.348945529,1.01285E-05
cg14166209,-0.320966267,0.000010156
cg01930746,-0.4179993,1.01605E-05
cg14657725,0.212930425,1.01699E-05
cg11389889,-0.48477286,1.01749E-05
cg13816423,-0.198818112,1.01934E-05
cg16790849,-0.221144835,1.02023E-05
cg26174398,-0.182953925,1.02141E-05
cg02193925,-0.317195686,1.02189E-05
cg26826729,-0.180142204,1.02312E-05
cg06214253,-0.599336573,1.02489E-05
cg19305718,-0.267266955,1.02573E-05
cg24151755,-0.3951317,1.02603E-05
cg17193921,-0.174671275,1.02612E-05
cg19939124,-0.129517243,1.02726E-05
cg21498326,-0.578773137,1.03169E-05
cg06079509,-0.295085847,1.03222E-05
cg25900085,0.265325321,0.000010327
cg04248446,0.379557864,1.03341E-05
cg18034343,0.205809558,1.03434E-05
cg12620645,-0.180945123,1.03608E-05
cg23916689,-0.281845194,0.000010369
cg15902297,-0.176980529,1.03766E-05
cg05073901,-0.195265076,1.03826E-05
cg25536739,0.190859854,1.03833E-05
cg08419450,-0.375134469,1.04054E-05
cg23655939,-0.198031254,1.04092E-05
cg18598146,-0.551016143,1.04213E-05
cg10922280,0.309503042,1.04217E-05
cg05623392,-0.324189995,0.000010426
cg21837069,-0.329786466,1.04261E-05
cg09581137,-0.294324025,1.04315E-05
cg02579668,-0.323637473,1.04371E-05
cg21978924,0.187086627,1.04397E-05
cg05170183,-0.483063258,1.04554E-05
cg02224164,-0.249987092,1.04646E-05
cg08616681,-0.158464585,1.04663E-05
cg16603374,-0.162142962,1.04708E-05
cg09095645,-0.228645265,1.04778E-05
cg22453435,0.380117919,1.04817E-05
cg25709789,-0.314042588,1.04848E-05
cg13612275,-0.263220258,1.04873E-05
cg27031099,-0.435057758,1.04924E-05
cg20385229,-0.55381257,1.05073E-05
cg14667799,-0.223218377,1.05193E-05
cg26837708,-0.435462922,0.000010556
cg16596691,-0.30226716,1.05998E-05
cg06845774,-0.158770533,1.06255E-05
cg07317846,-0.412420191,1.06328E-05
cg16525435,-0.19590333,0.000010659
cg06803614,-0.2820899,1.06646E-05
cg11493571,-0.32953095,1.06998E-05
cg15498134,-0.32560474,1.07076E-05
cg02372786,0.147367116,1.07127E-05
cg06139513,-0.212141438,1.07227E-05
cg11539857,-0.429351473,1.07264E-05
cg06318478,-0.215581319,1.07276E-05
cg20517742,-0.219174263,1.07307E-05
cg21707089,-0.415276279,1.07354E-05
cg00813582,-0.21495579,1.07559E-05
cg20274006,-0.240034283,1.07617E-05
cg26768584,0.376278233,1.07668E-05
cg07236781,-0.364016176,1.07736E-05
cg17202781,-0.376319732,1.07936E-05
cg11341028,-0.239074088,1.08062E-05
cg23036213,-0.324392754,1.08158E-05
cg12708124,-0.147716589,1.08191E-05
cg10091866,-0.350257859,0.00001083
cg20710824,-0.186542538,1.08322E-05
cg21208539,-0.192840859,1.08428E-05
cg14624950,-0.408497265,1.08512E-05
cg06168404,-0.295072125,0.000010865
cg07240689,-0.12522906,1.08698E-05
cg01973676,-0.398026726,1.08727E-05
cg22810489,-0.243612277,1.08895E-05
cg14643537,0.111895395,1.09056E-05
cg19595760,0.400032224,1.09133E-05
cg02086286,-0.239416462,1.09318E-05
cg24171807,-0.280984935,1.09445E-05
cg21145524,0.368381387,1.09706E-05
cg00712146,-0.316982338,1.09712E-05
cg00460916,-0.296784748,1.09739E-05
cg17936359,-0.248643409,1.09818E-05
cg04277993,-0.218584707,1.10049E-05
cg08551078,-0.219701015,1.10254E-05
cg07725163,-0.347806704,1.10326E-05
cg04284063,-0.254676217,0.000011036
cg21293902,-0.439680611,1.10497E-05
cg02642962,-0.243222264,0.000011056
cg27115863,-0.339740841,1.10731E-05
cg05396119,-0.296179467,1.10752E-05
cg23245835,-0.308355421,1.10756E-05
cg23225508,-0.38885064,0.000011091
cg01286624,-0.290086843,1.10935E-05
cg10560038,-0.214573491,1.11079E-05
cg01970336,-0.194492829,1.11162E-05
cg09853388,-0.262536457,1.11235E-05
cg14327296,-0.225922944,1.11325E-05
cg20411340,-0.252452414,1.11524E-05
cg12555334,-0.334011662,0.000011177
cg17823943,-0.238288157,1.11873E-05
cg17370412,0.371042618,0.000011194
cg22361106,-0.239767502,1.11975E-05
cg21684915,-0.095197047,1.12112E-05
cg06289802,-0.155856465,1.12297E-05
cg12699756,-0.470584788,1.12458E-05
cg21862081,-0.378438029,1.12781E-05
cg17317859,-0.303628095,1.13013E-05
cg08313420,0.346181593,1.13138E-05
cg14400768,-0.506719974,1.13322E-05
cg01534253,-0.25150754,1.13462E-05
cg20097712,-0.293444169,1.13493E-05
cg02424715,-0.270571395,1.13815E-05
cg14816825,0.171747692,1.13843E-05
cg08645400,-0.16715862,1.13941E-05
cg09507968,-0.16744586,1.13967E-05
cg24437104,-0.11406139,1.13992E-05
cg24165056,-0.239362159,1.14132E-05
cg05711235,0.14744587,1.14132E-05
cg09298313,-0.257314065,1.14227E-05
cg22625098,-0.157483292,0.000011439
cg14155058,0.244343191,1.14422E-05
cg04722643,-0.177364076,1.14932E-05
cg07150255,-0.266668038,0.000011505
cg27535502,-0.241443913,1.15056E-05
cg12188416,-0.190175551,1.15109E-05
cg17009679,-0.211160072,1.15122E-05
cg04585364,0.204121747,1.15139E-05
cg26991946,-0.357428059,1.15396E-05
cg01328500,-0.309551065,1.15408E-05
cg02265239,-0.380351359,1.15502E-05
cg08350549,-0.264468718,1.15577E-05
cg16912910,-0.269465565,1.15726E-05
cg27540865,0.149101226,1.15785E-05
cg26478401,-0.345985623,1.15858E-05
cg07016184,0.31428819,1.16073E-05
cg11223101,-0.321557186,1.16085E-05
cg00879547,-0.288449619,0.000011614
cg19375403,-0.35247653,1.16194E-05
cg06019763,-0.441492066,1.16209E-05
cg20098015,-0.224807903,1.16226E-05
cg14738493,-0.489282112,0.000011626
cg01561807,-0.33686344,1.16308E-05
cg07861448,0.311514977,0.000011652
cg27408541,0.29753568,1.16788E-05
cg14118267,-0.342249361,1.16959E-05
cg08271622,-0.284863243,1.16996E-05
cg17515347,-0.544369357,1.17126E-05
cg09497644,0.124983938,1.17166E-05
cg20378687,-0.283892833,1.17236E-05
cg19923360,-0.18282635,1.17414E-05
cg01970322,-0.337719994,1.17557E-05
cg11411884,-0.22664204,1.17586E-05
cg23627057,-0.134182411,1.17641E-05
cg09167413,-0.310268363,1.18233E-05
cg24366105,-0.147519742,1.18314E-05
cg15894103,-0.359056422,1.18349E-05
cg20091384,-0.22734611,1.18565E-05
cg20462795,-0.324089125,1.18592E-05
cg04388657,-0.361829539,1.18605E-05
cg14465207,-0.322565346,1.18681E-05
cg14571539,-0.30486614,1.18978E-05
cg02990598,-0.282900281,1.19055E-05
cg02070740,-0.378544929,1.19357E-05
cg11192055,-0.22560557,1.19408E-05
cg27500784,-0.214313397,1.19441E-05
cg20100049,0.167186559,1.19557E-05
cg25112002,-0.354141634,1.19666E-05
cg17394306,-0.294633838,1.19745E-05
cg06579338,-0.312639837,1.19814E-05
cg07632771,-0.349803911,1.19831E-05
cg02710530,0.199487268,1.19848E-05
cg10481584,-0.218387087,0.000012004
cg19582128,-0.203404515,1.20111E-05
cg16422365,-0.291787899,1.20127E-05
cg05446424,0.234960767,1.20154E-05
cg07976064,0.254401737,1.20195E-05
cg23632791,-0.246372382,1.20418E-05
cg15719043,-0.204142706,1.20458E-05
cg14022913,-0.306553351,1.20486E-05
cg18361024,-0.319973253,1.20524E-05
cg21063758,0.113746217,1.20786E-05
cg04242464,-0.19173896,1.20813E-05
cg05068340,0.151824426,1.21054E-05
cg13891021,-0.283725001,1.21078E-05
cg03018796,0.278903532,0.00001213
cg08365638,-0.337732666,1.21486E-05
cg00610294,-0.361385209,0.000012159
cg20965017,-0.243637952,1.21616E-05
cg03738384,-0.418088224,0.000012168
cg02246426,0.181392078,1.21829E-05
cg07628717,-0.174392435,1.21877E-05
cg19576556,-0.269519196,1.21962E-05
cg06185830,0.086444839,1.21988E-05
cg10616694,-0.343076252,0.000012203
cg05122026,-0.182477848,1.22174E-05
cg06062378,-0.334835444,1.22283E-05
cg21334045,-0.319306699,1.22412E-05
cg08961893,-0.236242352,1.22631E-05
cg09912079,-0.178140737,1.22725E-05
cg01262630,-0.351717432,1.22874E-05
cg02449354,0.134635787,0.000012305
cg20696451,-0.266155167,1.23078E-05
cg14037114,-0.170703156,1.23108E-05
