cpg,beta,p
cg15460454,-2.674921235,3.04623E-16
cg20035971,-2.37040133,3.05195E-16
cg08419606,-4.307611336,3.05343E-16
cg02592416,-2.952506147,3.07518E-16
cg21282998,-2.21440024,3.09245E-16
cg03168008,2.694713951,3.09438E-16
cg25426177,-2.482985818,3.11349E-16
cg15656347,-2.346964899,3.11354E-16
cg20225246,-3.017620189,3.12027E-16
cg07433154,-3.892348742,3.13007E-16
cg23990124,-2.90304475,3.1303E-16
cg08276690,2.322590119,3.1473E-16
cg09307070,-2.002506147,3.16212E-16
cg00656826,-2.247805011,3.16657E-16
cg11349761,-2.833807168,3.18614E-16
cg02116590,-3.546339654,3.18816E-16
cg24250234,-3.318475939,3.20043E-16
cg00101986,2.833133879,3.20326E-16
cg00177388,2.201271664,3.20909E-16
cg00333848,-2.803651116,3.20939E-16
cg22231602,-2.673587843,3.22288E-16
cg23696180,2.671876305,3.26316E-16
cg11059971,-3.702727438,3.2907E-16
cg21311736,-2.812558057,3.33896E-16
cg07107427,-2.599667126,3.34082E-16
cg04249613,-2.594196781,3.40805E-16
cg26704579,2.979830612,3.41375E-16
cg02652321,-3.606722975,3.43672E-16
cg21609684,3.327022383,3.45292E-16
cg15603614,-3.693567858,3.46126E-16
cg02140171,-3.406615196,3.47202E-16
cg14914739,-2.153548709,3.47892E-16
cg02256315,-2.484514893,3.48204E-16
cg10861426,-2.25281066,3.48699E-16
cg13660998,-2.770136153,3.50849E-16
cg18690712,-2.519581065,3.5257E-16
cg11640569,-3.348816181,3.54747E-16
cg01326942,-3.292828784,3.54943E-16
cg08249180,2.765547861,3.56157E-16
cg15312261,-2.484474501,3.56668E-16
cg01852611,-3.365737198,3.57064E-16
cg19607983,2.552767613,3.57419E-16
cg01953819,-3.819967751,3.58053E-16
cg02903691,2.825509038,3.58606E-16
cg03065888,-3.331427222,3.60474E-16
cg02711724,-2.413694156,3.61942E-16
cg07489048,2.296242541,3.63123E-16
cg01069210,-4.321378461,3.70031E-16
cg05302445,-2.34923777,3.71638E-16
cg23559165,-1.933510106,3.73051E-16
cg18934490,-3.96286007,3.74125E-16
cg11906997,3.327855579,3.75291E-16
cg02057463,-3.548542257,3.77534E-16
cg06575847,-2.155339957,3.81561E-16
cg00401234,-3.216360454,3.82694E-16
cg13804450,-2.663123839,3.85389E-16
cg12720459,3.069118648,3.87762E-16
cg19167854,-2.562195954,3.88551E-16
cg18632100,-2.255148446,3.90586E-16
cg25866738,-2.615849864,3.90705E-16
cg08276543,-4.001224278,3.90843E-16
cg10177465,-2.911961301,3.91056E-16
cg10270436,-2.966243837,3.92224E-16
cg20268018,2.608014569,3.9808E-16
cg10498100,-2.387893101,3.99299E-16
cg21743830,-2.808185907,3.99799E-16
cg16348962,-2.764200117,3.99838E-16
cg02512596,-2.158905466,4.00728E-16
cg03438024,-2.46689386,4.01449E-16
cg11941228,2.568561453,4.02136E-16
cg04548378,3.048481869,4.04958E-16
cg20394269,-4.033150942,4.0554E-16
cg15271813,-2.654252048,4.05952E-16
cg04780491,-2.519331195,4.05999E-16
cg13430777,-2.620902217,4.06537E-16
cg24529484,2.275850649,4.06717E-16
cg06135008,-3.360796833,4.08018E-16
cg03318222,-2.660109347,4.10435E-16
cg17855823,-2.859671445,4.12338E-16
cg05769108,-3.459027311,4.13703E-16
cg18617527,-2.603545832,4.13835E-16
cg25579854,-2.974299221,4.1424E-16
cg12400459,-2.353063465,4.16929E-16
cg24627332,2.562091709,4.17403E-16
cg06450790,-3.198869895,4.17942E-16
cg06907210,-2.591042765,4.18558E-16
cg14249148,-3.148482935,4.18787E-16
cg07222421,-2.351054497,4.19743E-16
cg05402641,-2.577650463,4.20972E-16
cg27524003,-3.264043096,4.21195E-16
cg00686429,-2.829670216,4.22914E-16
cg16796951,-2.886823684,4.22969E-16
cg20813240,-2.759871633,4.23091E-16
cg14089474,-4.077047755,4.23756E-16
cg22861279,2.415106625,4.25384E-16
cg27323430,-2.291727616,4.25464E-16
cg17236293,2.851652363,4.26687E-16
cg09935766,3.648127878,4.27508E-16
cg09476228,-2.716149726,4.28553E-16
cg13912435,-2.761005966,4.296E-16
cg14509631,-2.417973359,4.30053E-16
cg25589371,-3.079136569,4.30672E-16
cg05060577,-2.183883513,4.32948E-16
cg05754632,-2.401936979,4.33554E-16
cg24278817,-3.859385333,4.34736E-16
cg13165928,-4.144960914,4.35236E-16
cg11015356,-3.622893608,4.36894E-16
cg04410039,-4.048333803,4.37171E-16
cg12505184,-2.806755246,4.38716E-16
cg14479910,2.597257453,4.40207E-16
cg01624068,-3.105769415,4.40835E-16
cg00221035,2.813788099,4.41163E-16
cg19272238,-4.38739169,4.45358E-16
cg04751736,-3.14636459,4.45418E-16
cg22444983,-3.769704614,4.46094E-16
cg17267720,-2.953625586,4.47559E-16
cg10431365,-3.017858888,4.48225E-16
cg02255104,-2.948014545,4.51258E-16
cg14647620,-2.615420881,4.54662E-16
cg03570948,-2.853986234,4.56295E-16
cg19497646,-2.020207001,4.57161E-16
cg10209300,-2.509112524,4.57249E-16
cg12765632,-2.688644564,4.60031E-16
cg01401336,-2.516956021,4.61472E-16
cg11582993,3.818572156,4.63691E-16
cg26940109,-3.712159871,4.64111E-16
cg02503527,-2.55057137,4.65675E-16
cg19350162,-3.973446357,4.66953E-16
cg19940459,-2.239709215,4.67492E-16
cg22709071,-4.103016824,4.67681E-16
cg06297155,-3.042596884,4.6974E-16
cg15510593,3.159201306,4.70009E-16
cg17037976,-4.018593684,4.75824E-16
cg15232652,-2.828587982,4.75922E-16
cg05833629,-2.442347735,4.75973E-16
cg24054190,1.984017915,4.78779E-16
cg17120654,-2.483733842,4.872E-16
cg16149200,-3.962109246,4.8856E-16
cg12347727,-2.648805071,4.89646E-16
cg08441269,-3.850863525,4.91715E-16
cg23013894,-2.562283886,4.92682E-16
cg04411969,-3.727867035,4.92845E-16
cg01735621,3.870402335,4.94282E-16
cg04343509,-4.10034629,4.96855E-16
cg18705900,2.485304551,4.97675E-16
cg22481606,3.189057596,4.99873E-16
cg02943769,2.911671124,5.03451E-16
cg04734841,-2.230247555,5.03591E-16
cg12439695,-2.646094508,5.05638E-16
cg07464974,-2.664790252,5.05822E-16
cg11623932,-3.269949652,5.07794E-16
cg22212542,-2.035413894,5.08539E-16
cg08680102,3.252677571,5.10165E-16
cg18286997,-2.796573637,5.12433E-16
cg24545908,-3.053994516,5.13645E-16
cg26836125,-2.890823667,5.13928E-16
cg08041523,-3.112077079,5.15247E-16
cg26018312,-4.622895246,5.16254E-16
cg24644026,-2.677673241,5.19952E-16
cg19714062,-2.855042992,5.21013E-16
cg16130238,-2.47353669,5.21362E-16
cg26127080,-2.825900294,5.22837E-16
cg20761182,-2.383399355,5.27031E-16
cg23377236,-2.696606966,5.28014E-16
cg17491185,4.14186042,5.29054E-16
cg01813209,-2.860515335,5.32029E-16
cg21039597,3.719116683,5.3233E-16
cg13987686,-2.236518366,5.33298E-16
cg10965164,-2.997914435,5.35878E-16
cg01821656,-3.673162132,5.37278E-16
cg02323296,-3.9300425,5.37901E-16
cg07129731,-3.340589971,5.39708E-16
cg06973652,-2.990031823,5.3984E-16
cg04558112,3.856494842,5.40731E-16
cg06368118,2.678606123,5.40804E-16
cg18530840,-2.234486734,5.40994E-16
cg05519080,-2.621597458,5.42493E-16
cg22041446,-1.953961948,5.46819E-16
cg17383884,-2.067248637,5.47615E-16
cg21240283,-3.521065282,5.48737E-16
cg04973239,-2.936042192,5.51261E-16
cg02668248,-1.848349057,5.51959E-16
cg03880785,-2.582403273,5.54906E-16
cg02007235,-2.596565244,5.5519E-16
cg02790177,2.415555233,5.56006E-16
cg22731638,-2.369668228,5.59847E-16
cg22541831,-2.094029506,5.59995E-16
cg14929913,-4.715172855,5.60977E-16
cg05209584,1.956410147,5.66051E-16
cg26207995,-2.271049336,5.66615E-16
cg12133272,-3.201218542,5.69357E-16
cg14156760,2.242415031,5.7133E-16
cg04683418,-2.424864476,5.72281E-16
cg11777290,-2.073189179,5.73433E-16
cg10150176,-2.578980517,5.74206E-16
cg15874144,-4.50975273,5.7745E-16
cg26655764,-4.006072922,5.80765E-16
cg24718866,3.211806166,5.82977E-16
cg09060316,3.011041313,5.83511E-16
cg27337199,-3.146550015,5.87085E-16
cg01684233,-3.098867788,5.89598E-16
cg23145322,-3.065927057,5.89875E-16
cg02039712,2.288864441,5.99736E-16
cg22068822,-2.829632519,5.99794E-16
cg07015927,-2.711846353,6.00176E-16
cg12076546,-4.222797842,6.03394E-16
cg00066184,-3.80936783,6.03566E-16
cg02933478,3.543616775,6.04963E-16
cg12594731,-3.374624581,6.05848E-16
cg20521277,-2.511312377,6.08574E-16
cg02849894,-2.410487649,6.12312E-16
cg20568140,-2.665045405,6.13981E-16
cg09382092,-3.455401073,6.14189E-16
cg25174439,-2.423402757,6.15408E-16
cg17977470,-2.902212188,6.17273E-16
cg15214187,-3.273722753,6.19435E-16
cg14912727,-1.852412671,6.21575E-16
cg27567135,-2.285004588,6.21685E-16
cg18337321,3.30678871,6.23817E-16
cg10640830,-3.882550313,6.2426E-16
cg11284631,-2.108367221,6.24681E-16
cg05284652,2.650334697,6.36498E-16
cg06272916,2.445777433,6.36612E-16
cg24979318,-2.942388489,6.38052E-16
cg24237657,-2.860678019,6.38482E-16
cg07159686,-3.086398155,6.40502E-16
cg18013249,-2.466492554,6.41275E-16
cg12720152,-2.647610182,6.41613E-16
cg12847185,-2.982770123,6.42047E-16
cg04331511,-2.767217573,6.42323E-16
cg07280371,-2.589380159,6.44796E-16
cg07006818,-3.888223001,6.47145E-16
cg27475235,-2.862485479,6.48266E-16
cg01117627,3.248853364,6.57617E-16
cg23363818,-2.646304417,6.5869E-16
cg12439006,-2.760833787,6.5948E-16
cg16436004,-3.290821953,6.60747E-16
cg23975564,-3.488824848,6.60928E-16
cg26683917,-2.41048551,6.61914E-16
cg14775690,-2.18662599,6.68089E-16
cg09770075,-2.318029792,6.6962E-16
cg25342481,-3.151674936,6.70966E-16
cg15081723,-2.621110092,6.71299E-16
cg15263875,-3.892727969,6.74844E-16
cg25003666,-3.599272063,6.75711E-16
cg01851968,-3.004697097,6.76701E-16
cg09009506,-2.58613805,6.77082E-16
cg01174674,-2.773918972,6.80349E-16
cg25550913,-4.005336598,6.83078E-16
cg06832605,-3.972774365,6.83305E-16
cg23326197,-2.72282528,6.83414E-16
cg16839093,2.716667852,6.87939E-16
cg12880250,2.492111647,6.88021E-16
cg10754697,-2.666712305,6.88132E-16
cg20712263,2.545626716,6.89236E-16
cg19856252,2.467246486,6.89433E-16
cg10249011,-2.981732797,6.90925E-16
cg02133456,-4.261076242,6.93151E-16
cg20055056,-4.101264702,6.94303E-16
cg12819931,-4.359939726,6.98061E-16
cg00462488,-2.83637942,6.99935E-16
cg10137979,2.781271175,7.00295E-16
cg22817042,2.34091348,7.01053E-16
cg21481021,-2.551004742,7.01075E-16
cg22798468,-2.77665759,7.02332E-16
cg06175927,-4.002097595,7.02696E-16
cg08815337,-2.696661025,7.03928E-16
cg20978600,2.998472512,7.0877E-16
cg02754643,-2.687161588,7.09662E-16
cg24104627,-2.669305099,7.11023E-16
cg10460813,-3.446012492,7.11672E-16
cg23483790,-2.987911009,7.14147E-16
cg05797606,2.400441953,7.16247E-16
cg13986498,-3.492045955,7.18613E-16
cg23497529,-2.493819324,7.1989E-16
cg07534263,-3.917864984,7.21741E-16
cg22142205,-2.467490672,7.22034E-16
cg08744727,-3.305592542,7.2357E-16
cg24671245,2.203775217,7.25231E-16
cg27166707,-2.753259511,7.25383E-16
cg04170184,-2.979857738,7.25934E-16
cg13648157,-3.04980154,7.27631E-16
cg14077270,2.138310759,7.3205E-16
cg10192949,-3.304897896,7.32643E-16
cg18401511,-3.423044017,7.32775E-16
cg24518943,1.987334378,7.35791E-16
cg18457685,2.655070587,7.35855E-16
cg20930802,2.973164781,7.35898E-16
cg03608342,2.063835987,7.37106E-16
cg15166246,-2.293703454,7.39518E-16
cg03174501,-3.684134203,7.39869E-16
cg09507246,-2.185487767,7.41893E-16
cg03725852,3.21217801,7.42063E-16
cg11014991,-2.759464131,7.42413E-16
cg25265930,-2.885941839,7.45448E-16
cg19392326,-3.205235603,7.46167E-16
cg11490963,-2.5036118,7.46512E-16
cg10047572,2.235221006,7.47521E-16
cg11882053,-1.939274938,7.49111E-16
cg13290719,-3.872286361,7.50442E-16
cg13372571,-3.625997037,7.52067E-16
cg01066357,3.400001204,7.57122E-16
cg00216504,2.949798109,7.57812E-16
cg11528572,-2.464628658,7.58587E-16
cg07549526,-2.63508511,7.60824E-16
cg02095553,-3.679426854,7.6168E-16
cg05331252,-3.031836338,7.61976E-16
cg04819691,-2.46985954,7.64142E-16
cg02395296,-3.528019837,7.65486E-16
cg22617898,-2.740675106,7.65525E-16
cg13453304,-3.464968185,7.66788E-16
cg08179431,-1.898117762,7.66936E-16
cg16278828,-2.756612284,7.70896E-16
cg21628854,-2.793424018,7.74704E-16
cg04749453,-4.441721519,7.76881E-16
cg10622684,-2.582967361,7.77292E-16
cg08213398,-3.215613792,7.80845E-16
cg05488770,2.789253513,7.85195E-16
cg20135243,-2.301428979,7.89875E-16
cg00606902,2.700894448,7.90298E-16
cg21461748,-2.457464612,7.93787E-16
cg10255858,2.624741023,7.9616E-16
cg00448889,-3.35574288,7.97076E-16
cg02587435,-2.697450158,7.97888E-16
cg02257883,-3.107621493,8.00597E-16
cg25004737,-2.5294491,8.03937E-16
cg14482952,-2.504549237,8.05124E-16
cg23286592,-2.247003758,8.07047E-16
cg05798637,-2.315899344,8.10001E-16
cg18252633,-4.043081596,8.11593E-16
cg05610699,-3.364054781,8.12386E-16
cg17370785,-3.356232925,8.17296E-16
cg00252057,-2.647459131,8.17556E-16
cg14782543,-3.002392669,8.18765E-16
cg21472448,-3.164229751,8.23102E-16
cg24094412,-2.167045525,8.23441E-16
cg05453314,-2.551956085,8.23909E-16
cg23707091,-3.762022048,8.28105E-16
cg12742432,-2.951805181,8.32515E-16
cg18391747,-3.362093583,8.36123E-16
cg16757423,2.393362693,8.40026E-16
cg19350479,-2.41539742,8.40832E-16
cg21574316,2.80685851,8.45437E-16
cg26542302,-2.717836824,8.47049E-16
cg04787775,-2.772242217,8.48951E-16
cg05642873,-2.299833678,8.51187E-16
cg08363715,2.418287895,8.55151E-16
cg03967192,2.774941254,8.58473E-16
cg04309037,-2.875036988,8.59307E-16
cg01379656,-3.247327504,8.59736E-16
cg01499546,3.173626335,8.59777E-16
cg10547893,-2.411407344,8.61034E-16
cg25644174,-2.771898668,8.61438E-16
cg04322105,2.765467362,8.62305E-16
cg20326786,-2.610333019,8.65819E-16
cg05767489,-3.078955619,8.66015E-16
cg06578353,-3.118219875,8.71906E-16
cg14251512,-2.708129269,8.72401E-16
cg26474192,-3.52694559,8.72561E-16
cg11964474,-2.684128627,8.74273E-16
cg01453157,-2.927413492,8.79291E-16
cg25486506,-2.202517871,8.8112E-16
cg27018005,-2.954547631,8.83314E-16
cg11573197,-2.825539134,8.92062E-16
cg04214399,-3.176617831,8.94018E-16
cg06646139,-3.507851847,8.95269E-16
cg05422360,2.381665406,8.9535E-16
cg23049307,3.247385383,8.98398E-16
cg16605745,-1.975905214,9.00303E-16
cg24550433,1.891809871,9.01207E-16
cg15361626,-2.640849608,9.0255E-16
cg18291014,-3.214760535,9.02573E-16
cg25924827,-2.984558879,9.05282E-16
cg04372079,-2.425763656,9.13113E-16
cg23913350,2.470705149,9.15683E-16
cg24985372,-2.921003059,9.18072E-16
cg08550882,-2.178370472,9.19062E-16
cg00148127,-1.971238259,9.19719E-16
cg06049367,-2.555511619,9.24179E-16
cg10216884,-3.16879402,9.2479E-16
cg03940684,1.892339708,9.27464E-16
cg03107817,-3.432298541,9.28306E-16
cg10372485,-2.514757416,9.29982E-16
cg08949862,2.716548082,9.30447E-16
cg08010037,-3.768148525,9.32213E-16
cg05977147,2.411563396,9.33741E-16
cg07816200,-2.658969923,9.37314E-16
cg11555339,-2.870417545,9.43345E-16
cg12216180,-4.44889054,9.51947E-16
cg13151500,-2.54088102,9.53289E-16
cg21152662,-2.888969552,9.54707E-16
cg20757532,-2.865567859,9.585E-16
cg02400162,-3.401852002,9.58848E-16
cg16243546,2.889224866,9.58885E-16
cg09569990,-2.550226999,9.5892E-16
cg23999337,-2.616623318,9.60825E-16
cg01562552,-2.363882923,9.62222E-16
cg17284865,-2.485376802,9.66393E-16
cg09824926,-3.078025019,9.67439E-16
cg25582105,-2.884565488,9.71652E-16
cg26947448,-2.327523968,9.76838E-16
cg06987292,-3.116219158,9.7914E-16
cg00324693,2.75416458,9.81161E-16
cg23989712,-3.35319862,9.81859E-16
cg11444684,-3.822141939,9.85499E-16
cg02362309,-2.268155793,9.8901E-16
cg19470840,-2.997041237,9.94085E-16
cg11415152,-2.760131637,9.9588E-16
cg25742246,2.185122946,9.96142E-16
cg09259456,2.812514939,1.01042E-15
cg13460465,-2.678646872,1.01337E-15
cg07841686,-2.597820017,1.01534E-15
cg07754531,-2.356655985,1.01751E-15
cg25771649,2.710219602,1.02088E-15
cg07353731,-2.278710442,1.02428E-15
cg20383247,-2.827785136,1.02861E-15
cg27491609,-2.582153145,1.03063E-15
cg17606675,-2.668335001,1.03232E-15
cg05045104,-2.719624774,1.03638E-15
cg17926458,2.240062643,1.04128E-15
cg07089020,-2.506607794,1.04278E-15
cg09608008,-4.106701371,1.05125E-15
cg05495420,2.595548068,1.05144E-15
cg17731243,-2.76099327,1.06345E-15
cg21789440,-2.594357145,1.0639E-15
cg22687077,-3.211894417,1.07029E-15
cg25488067,-2.042701985,1.07397E-15
cg10717766,-3.722100306,1.07526E-15
cg14522884,2.99354739,1.07899E-15
cg18041840,2.382169875,1.0984E-15
cg25173392,-3.066062765,1.10229E-15
cg17266153,-3.01696832,1.10613E-15
cg24466100,-1.936015501,1.1092E-15
cg02764006,-2.934142903,1.11125E-15
cg03129962,-2.812129117,1.11645E-15
cg16401578,-2.616003628,1.11868E-15
cg20361427,-2.691211656,1.11999E-15
cg02624680,3.537631055,1.12294E-15
cg19754536,-2.028615846,1.12809E-15
cg11808459,-3.007638146,1.12866E-15
cg21185320,4.072502302,1.12941E-15
cg00217442,-4.338393202,1.13074E-15
cg10504606,-4.03226913,1.13163E-15
cg27013360,-2.428061315,1.13202E-15
cg22689323,-1.684564091,1.1325E-15
cg25451745,-2.674291805,1.13964E-15
cg18032893,-2.196315422,1.143E-15
cg11085454,-4.247261124,1.14404E-15
cg23413193,2.050926501,1.15463E-15
cg04903439,-2.721326351,1.15774E-15
cg11815682,-2.429361916,1.16054E-15
cg14627974,-2.658952411,1.16149E-15
cg03057072,-4.025432856,1.16215E-15
cg00079477,-2.722696814,1.16697E-15
cg21984129,-3.796846925,1.16899E-15
cg02866628,2.774439876,1.17028E-15
cg07888234,3.606873206,1.17051E-15
cg26614117,-2.41009679,1.17892E-15
cg06852137,-2.348430463,1.17973E-15
cg10616859,-3.210539893,1.18156E-15
cg22066146,-2.172168548,1.18424E-15
cg16436532,-3.141237284,1.18469E-15
cg11751233,-3.227007018,1.18586E-15
cg10097295,2.181325972,1.18933E-15
cg27087895,-3.672456253,1.19304E-15
cg09102690,-2.820897869,1.1976E-15
cg26980987,-2.792158839,1.19896E-15
cg08673814,2.876986873,1.20215E-15
cg14445171,-2.418901876,1.20274E-15
cg07937578,-3.120747935,1.20484E-15
cg06784339,2.788308675,1.20856E-15
cg17274357,-1.933280749,1.21003E-15
cg09907183,-2.966509364,1.21219E-15
cg09838962,-3.34285105,1.21932E-15
cg04145565,-3.18770905,1.21967E-15
cg01531551,-2.259395453,1.22049E-15
cg18158524,-2.707298817,1.22159E-15
cg19062112,-2.104588697,1.23042E-15
cg12935786,-3.195544268,1.24112E-15
cg20149431,-3.635700399,1.24694E-15
cg27013063,2.749439944,1.24745E-15
cg07437988,-2.001781166,1.24873E-15
cg23287638,-3.334275085,1.2508E-15
cg03652561,-3.715502163,1.25607E-15
cg06138505,4.225349671,1.2652E-15
cg18331135,-3.777013616,1.26608E-15
cg06305048,2.874636251,1.27312E-15
cg23957253,2.683389741,1.27999E-15
cg07224147,-3.409865494,1.29133E-15
cg26560020,-4.069618707,1.29275E-15
cg11989942,-4.613337858,1.2931E-15
cg05838113,-3.343700188,1.29419E-15
cg02887867,-3.949714427,1.29537E-15
cg00990884,2.2906412,1.29578E-15
cg14590826,-2.568542739,1.3023E-15
cg20210329,-2.758153605,1.30296E-15
cg10575940,-3.14810507,1.30393E-15
cg27573593,-2.150645563,1.31517E-15
cg08007338,2.217111586,1.31941E-15
cg11553654,-3.295388823,1.31942E-15
cg04336178,-2.536469484,1.32339E-15
cg27561099,-2.451334621,1.32399E-15
cg20553058,-3.171570619,1.32405E-15
cg24504518,2.818254941,1.32893E-15
cg03083562,-1.951836164,1.32946E-15
cg16020551,3.372493314,1.33326E-15
cg07397891,-2.565110175,1.33493E-15
cg08478046,-2.178187107,1.33588E-15
cg04803930,-2.972681743,1.33792E-15
cg06747254,-2.405898017,1.34017E-15
cg24200083,2.683099974,1.34348E-15
cg18651544,-2.927209458,1.34892E-15
cg08135815,-2.76438371,1.35037E-15
cg08314875,-2.145582031,1.35232E-15
cg19732831,-2.588892992,1.35806E-15
cg06263077,-3.333981722,1.36081E-15
cg16447486,3.631242906,1.36381E-15
cg02881082,-3.344124028,1.36914E-15
cg16427743,-2.391453159,1.37281E-15
cg24307117,-2.540599703,1.37517E-15
cg00969254,-1.810270995,1.37832E-15
cg16326998,2.507723327,1.38337E-15
cg26473651,2.058202046,1.38389E-15
cg12109482,-2.934726932,1.38632E-15
cg18996663,2.292730986,1.39016E-15
cg12714889,-2.444905723,1.39314E-15
cg00655656,-4.153324303,1.39504E-15
cg20285559,-2.451732548,1.39789E-15
cg24874524,-3.059401687,1.39922E-15
cg24520968,-2.886850843,1.40057E-15
cg08428949,-2.095272747,1.40314E-15
cg23833452,2.787447289,1.40568E-15
cg00061764,-2.547797428,1.41796E-15
cg14811102,3.496732116,1.41855E-15
cg01593421,-1.990255754,1.42199E-15
cg04740477,-2.685390845,1.42423E-15
cg27494597,-3.940739322,1.42778E-15
cg00591225,-3.115742877,1.42883E-15
cg14913210,-3.206327111,1.4299E-15
cg16465369,-4.559515989,1.43037E-15
cg23404366,-2.651322932,1.43277E-15
cg05539745,2.294872132,1.44388E-15
cg01843804,2.907746487,1.44533E-15
cg22681021,-3.448465494,1.45236E-15
cg04579171,-2.641762842,1.45265E-15
cg14712964,3.167897054,1.46253E-15
cg24103837,1.956477392,1.46563E-15
cg05979517,-4.113311119,1.47075E-15
cg17358422,-2.436807446,1.48185E-15
cg05062489,-3.242419049,1.48334E-15
cg02102490,-2.532804038,1.48354E-15
cg11613545,-1.925493559,1.48575E-15
cg12271800,-2.682774125,1.49414E-15
cg07106501,-2.395336102,1.49477E-15
cg04830049,2.532933482,1.50297E-15
cg13363454,2.340983083,1.51436E-15
cg07978901,-3.913419681,1.51904E-15
cg26110572,-2.495308599,1.52859E-15
cg14711302,-2.26453886,1.53244E-15
cg25350057,-2.798013149,1.53303E-15
cg01039355,-3.359213583,1.54386E-15
cg07936931,-3.90133419,1.5506E-15
cg14744141,-4.174071543,1.55284E-15
cg22380921,2.401895686,1.55347E-15
cg21382111,3.454085684,1.56264E-15
cg15398272,-2.357047491,1.56354E-15
cg07380106,-3.091932408,1.56649E-15
cg17048301,-3.226371301,1.56684E-15
cg19500057,-2.528659344,1.5678E-15
cg17820495,-3.419898111,1.5709E-15
cg05874913,2.298429531,1.57419E-15
cg02191233,-2.811053871,1.57717E-15
cg20896431,-3.011828476,1.58233E-15
cg19297823,-2.307728202,1.60397E-15
cg08593252,-2.151778962,1.60965E-15
cg27659478,-2.523126306,1.61175E-15
cg22931287,-2.657458817,1.61267E-15
cg08283318,-3.010477025,1.61437E-15
cg04586403,-2.378622869,1.61573E-15
cg25873875,-2.519882667,1.6231E-15
cg14264489,-2.469747948,1.62436E-15
cg06931933,2.324945231,1.62644E-15
cg04002203,-2.92978616,1.63313E-15
cg26727281,-2.750887721,1.6344E-15
cg05707190,2.570877681,1.63833E-15
cg02035242,-3.040748867,1.63901E-15
cg26611926,-2.169071681,1.63965E-15
cg17582466,-3.106059738,1.65201E-15
cg00340928,-2.808345708,1.65361E-15
cg07730007,-2.080263932,1.65502E-15
cg09857651,-2.988517617,1.65537E-15
cg07521668,-2.31182948,1.65788E-15
cg00237026,-2.851793419,1.66019E-15
cg18286304,-2.774414184,1.66432E-15
cg15623339,-2.690237666,1.66857E-15
cg17419329,-1.982585498,1.67958E-15
cg08343671,-2.652944202,1.68211E-15
cg13741103,-3.443793278,1.68507E-15
cg02498484,-2.239479256,1.6988E-15
cg12744311,2.268941621,1.71631E-15
cg16026346,3.621268699,1.71953E-15
cg17965698,-2.623449119,1.72161E-15
cg23053516,-3.554123083,1.72237E-15
cg14927405,-3.053374289,1.72279E-15
cg12698343,2.965732013,1.72581E-15
cg05212465,-4.027539253,1.72654E-15
cg21292473,-3.378266204,1.72767E-15
cg06785129,-2.683318568,1.74006E-15
cg23295985,-2.175901967,1.74115E-15
cg23421713,-2.54051142,1.74294E-15
cg20362529,-3.810497756,1.74777E-15
cg14349871,-3.281299676,1.74937E-15
cg00806959,-2.394206722,1.75288E-15
cg07718254,-2.231537212,1.7848E-15
cg19503341,-2.696233157,1.78674E-15
cg09293786,2.49718475,1.78942E-15
cg01357234,-2.736739972,1.7904E-15
cg15739206,-2.581811973,1.79163E-15
cg04806942,2.359705665,1.79514E-15
cg23528492,-2.426938999,1.79971E-15
cg21604726,-2.886676273,1.80307E-15
cg23552440,-2.812927704,1.80317E-15
cg19751754,-2.353963031,1.82171E-15
cg27381930,-3.074330945,1.82341E-15
cg01866367,-2.775092735,1.83343E-15
cg16395120,-2.159179324,1.83467E-15
cg08222555,-2.621254811,1.83883E-15
cg22758504,-2.59256459,1.84067E-15
cg00872270,-2.788932508,1.84305E-15
cg20864579,-2.678275728,1.84767E-15
cg23280290,2.904857652,1.85212E-15
cg14216026,-2.595112482,1.85523E-15
cg23773646,2.999243712,1.85723E-15
cg16051599,-2.502841265,1.87256E-15
cg19385321,2.185009465,1.87303E-15
cg06913287,4.361794747,1.87313E-15
cg16406833,2.293962729,1.8739E-15
cg07585513,-3.871312092,1.87456E-15
cg09499747,-2.706666468,1.88285E-15
cg15439181,-3.031932333,1.88543E-15
cg05832051,2.161613122,1.89728E-15
cg15911493,-2.614081502,1.90608E-15
cg01485645,-1.888251891,1.91713E-15
cg02390319,2.678490131,1.9239E-15
cg01252513,-3.189998621,1.92634E-15
cg13123165,-3.223028009,1.94731E-15
cg20471927,-2.745389312,1.94844E-15
cg27105914,-3.29711444,1.94867E-15
cg02700348,-3.799927733,1.9499E-15
cg04993364,-3.273278784,1.95245E-15
cg14404146,-3.282497199,1.96617E-15
cg16608617,2.368137203,1.96713E-15
cg14508517,-2.639790007,1.96865E-15
cg18175898,-2.566671664,1.96917E-15
cg07971827,-2.70027939,1.97529E-15
cg01198208,-2.577742969,1.97985E-15
cg03337243,2.095027286,1.98609E-15
cg07421429,-2.125299877,1.98682E-15
cg15156367,-3.07607573,1.98699E-15
cg04379416,-3.480070153,1.98723E-15
cg00077017,2.602451503,1.98828E-15
cg01864295,-2.718860955,1.99421E-15
cg03095800,2.945579102,1.99534E-15
cg14420116,-2.61180498,2.00899E-15
cg03325085,-2.72178219,2.00957E-15
cg19910568,-2.750651738,2.00979E-15
cg03589557,3.476039172,2.01215E-15
cg07920195,-2.691882849,2.01576E-15
cg24691656,3.089182755,2.0307E-15
cg03447891,-3.365181704,2.03454E-15
cg04939200,-4.27344302,2.04887E-15
cg17875483,2.225447798,2.07251E-15
cg22805431,-3.770903026,2.07717E-15
