cpg,beta,p
cg03821121,-0.311654317,1.9955E-06
cg24643262,-0.23236652,1.9971E-06
cg09315134,-0.302417774,2.00042E-06
cg26730862,-0.274229296,2.00095E-06
cg14696396,-0.249265832,2.00283E-06
cg03978658,-0.326523329,2.0033E-06
cg11344668,-0.390105789,2.00521E-06
cg25065205,0.199110758,2.01074E-06
cg00423035,-0.294931736,2.01216E-06
cg02891801,-0.230018802,2.01226E-06
cg09571369,0.199580277,2.01447E-06
cg14387626,-0.139936402,2.01574E-06
cg21092177,-0.208571611,2.0171E-06
cg12144374,-0.317771373,2.01749E-06
cg19653440,0.186448931,2.01912E-06
cg25335616,-0.418791725,2.0199E-06
cg14701962,0.153378603,2.02088E-06
cg00887547,0.178908678,2.02492E-06
cg16305345,0.211889546,0.000002029
cg02458141,-0.28608413,2.02965E-06
cg27401989,0.180474562,2.03039E-06
cg26233331,-0.347960933,2.03043E-06
cg07610776,-0.20812804,2.03239E-06
cg01562833,-0.357679168,0.000002033
cg23042404,0.130114267,2.03966E-06
cg05462360,-0.448965954,0.000002041
cg03208214,0.145052657,2.04349E-06
cg19222525,-0.245390608,2.04491E-06
cg08195863,0.183945175,2.04709E-06
cg22241504,-0.474133934,2.05692E-06
cg18312010,-0.248065016,0.000002057
cg03274021,0.153688412,2.06562E-06
cg11706366,-0.470688828,2.06937E-06
cg02057747,-0.275821919,2.08111E-06
cg03449389,0.172941355,2.09078E-06
cg17603206,0.148229509,2.10127E-06
cg17557160,-0.259804423,2.10306E-06
cg19696333,-0.479938298,2.10417E-06
cg15582833,0.166833724,2.1044E-06
cg18099523,0.193478785,2.10473E-06
cg15115510,-0.545210364,2.11423E-06
cg23230176,0.199488573,2.11551E-06
cg13518530,-0.644397368,2.11832E-06
cg25060035,0.163103094,2.12049E-06
cg05191397,-0.176031783,2.12143E-06
cg19570406,0.147642368,2.12518E-06
cg05557255,-0.504616833,2.12526E-06
cg24451858,-0.30590935,2.12848E-06
cg06656994,-0.439155071,2.13034E-06
cg08079763,0.188311621,2.13281E-06
cg22332388,-0.475571379,2.13411E-06
cg07603330,0.229370842,2.13561E-06
cg18457113,-0.485523337,2.13656E-06
cg07268090,-0.122592026,2.13984E-06
cg18079128,0.18595528,2.14226E-06
cg16600996,-0.225828153,2.14418E-06
cg03719625,-0.395284181,2.14572E-06
cg23702412,-0.415492797,2.14812E-06
cg07103748,-0.24140241,2.14852E-06
cg26573274,0.280021527,2.14869E-06
cg20652042,0.155547309,2.15336E-06
cg01896926,-0.884109892,2.15789E-06
cg08661899,0.151275463,2.15908E-06
cg19988449,0.291406639,0.00000216
cg00804485,0.148483452,2.1622E-06
cg25771026,-0.347888094,2.16578E-06
cg24743237,0.153932803,2.16653E-06
cg13593479,-0.20104326,0.000002167
cg19055458,-0.261063637,2.16959E-06
cg07848042,0.158829319,2.17348E-06
cg00989323,-0.430784256,2.18071E-06
cg14460003,0.374892274,2.18124E-06
cg03860530,-0.097638104,2.18878E-06
cg10719746,-0.205866331,2.18889E-06
cg23526087,0.138404238,2.1903E-06
cg12451007,0.11888477,2.19257E-06
cg25816013,-0.252889629,2.19277E-06
cg05166408,0.155455258,2.1943E-06
cg10563588,0.210995282,2.19869E-06
cg18202627,0.145002668,2.20109E-06
cg04099813,-0.594363696,2.20355E-06
cg04861968,-0.209156459,2.2104E-06
cg15593510,0.193633834,2.21069E-06
cg21216204,-0.447327524,2.21214E-06
cg11770667,-0.136799101,2.21522E-06
cg21045608,0.187872488,2.22151E-06
cg10583683,-0.842002227,2.22319E-06
cg23022574,0.170013035,2.2286E-06
cg20800086,0.169144863,2.23009E-06
cg14650559,-0.353105311,0.000002234
cg25783544,0.142550316,2.2357E-06
cg01477179,0.107820549,2.23607E-06
cg07497223,0.125237983,2.23753E-06
cg26581484,0.220584407,2.24137E-06
cg04851702,-0.204302433,2.24271E-06
cg08642938,0.166033335,2.24278E-06
cg13178170,0.141871018,2.2432E-06
cg02889973,-0.254359331,2.24445E-06
cg16778903,-0.1763538,2.24469E-06
cg13189149,0.204542937,2.24589E-06
cg14839404,-0.197614417,2.25181E-06
cg09631175,0.145447842,2.25191E-06
cg23609466,0.206666586,2.25248E-06
cg20741169,0.135381554,2.25583E-06
cg14629287,-0.33633347,2.26052E-06
cg20214067,-0.310263721,2.26358E-06
cg10813610,0.177349498,2.26366E-06
cg14385337,-0.514862501,2.26767E-06
cg27305772,0.146156702,2.27577E-06
cg16050723,-0.518447297,2.27644E-06
cg14125903,-0.188693169,2.28028E-06
cg03382501,-0.240125674,2.28381E-06
cg15332132,0.195477423,2.28523E-06
cg25563616,-0.243654862,2.28527E-06
cg08810813,-0.23885296,2.2855E-06
cg12524168,0.142095702,2.28579E-06
cg17222452,0.165680653,2.28644E-06
cg18485569,0.266614209,2.28744E-06
cg23445360,-0.171377472,2.28961E-06
cg23582919,-0.213339064,2.29614E-06
cg14124415,0.150027592,2.2968E-06
cg03929205,0.124169999,2.30275E-06
cg00369058,0.160464973,0.000002304
cg27316808,-0.263096567,0.000002305
cg03005293,-0.271464379,2.31122E-06
cg08132858,-0.245346237,2.31415E-06
cg17542495,0.129808649,2.31525E-06
cg17935035,0.248833499,2.31881E-06
cg06825317,0.120494363,2.32591E-06
cg26701826,-0.246643269,2.32906E-06
cg06584619,-0.381608455,2.32942E-06
cg13314222,0.153481586,2.33087E-06
cg19529645,-0.285691796,2.33107E-06
cg21306329,-0.42431233,2.33153E-06
cg23637372,-0.386212641,2.33317E-06
cg09946142,-0.143167483,2.33438E-06
cg06239208,0.305438265,2.33478E-06
cg03179496,0.131444236,2.33623E-06
cg03920392,0.1411079,2.34073E-06
cg17537252,-0.137139162,2.34178E-06
cg15216925,0.342203951,2.34266E-06
cg16050957,-0.317134158,2.34981E-06
cg27167343,-0.301813905,2.3508E-06
cg02537902,-0.327255748,2.35109E-06
cg24812891,0.172863424,2.35311E-06
cg12133425,-0.661354221,2.35544E-06
cg27598017,0.196814482,2.3572E-06
cg17332306,-0.44049687,2.35908E-06
cg03296935,-0.214872553,0.00000236
cg27467996,-0.313953213,2.36154E-06
cg00119986,0.202730972,2.36279E-06
cg05221385,0.155976926,2.36479E-06
cg10130088,0.211974067,2.36572E-06
cg14507132,-0.447684266,2.36619E-06
cg19444690,0.175429065,2.36654E-06
cg03637066,0.153506978,2.36956E-06
cg15980954,0.174685469,2.36973E-06
cg18695670,-0.545154072,2.37129E-06
cg09600096,0.155087826,2.37393E-06
cg16681830,0.207031957,2.37426E-06
cg08985282,0.213061015,2.37581E-06
cg22830663,-0.231303824,2.37769E-06
cg18864497,-0.129723204,0.00000238
cg09234053,0.174286567,2.38557E-06
cg23410501,-0.342885122,0.000002386
cg26933063,0.18331565,2.38717E-06
cg26131816,0.169956628,0.000002388
cg23681311,-0.81813182,2.39494E-06
cg12871376,0.1455305,0.000002398
cg03956646,-0.443177826,2.3997E-06
cg10011091,-0.303355725,2.40744E-06
cg19371708,0.234202244,2.41161E-06
cg21867345,0.269331909,2.41352E-06
cg02923706,0.169909368,2.41451E-06
cg21091679,0.178582247,2.41526E-06
cg05237820,0.215782578,2.41869E-06
cg12003921,0.179475757,2.42391E-06
cg09032544,0.265335883,2.43713E-06
cg00494883,0.205530446,2.44307E-06
cg26681875,-0.3090241,2.44877E-06
cg02235880,-0.263048982,2.44923E-06
cg07936285,0.177955158,2.45212E-06
cg08029909,0.180898578,2.45454E-06
cg20366603,-0.274826407,0.000002457
cg18633432,-0.279460674,2.45956E-06
cg25806655,-0.744654382,2.45967E-06
cg20599066,-0.214853752,2.46021E-06
cg22308759,0.165162006,2.46405E-06
cg12365681,-0.264298465,2.46655E-06
cg09868299,-0.374333059,2.46784E-06
cg12359279,-0.22342035,2.46852E-06
cg07905944,0.148273435,2.46935E-06
cg16228804,-0.214670916,2.4723E-06
cg04525476,0.164980173,2.47463E-06
cg25549141,-0.340493857,2.47465E-06
cg08672916,-0.281598217,2.47761E-06
cg14859460,0.220889222,2.48044E-06
cg09293387,-0.777471231,2.48176E-06
cg14655855,-0.779786264,2.48191E-06
cg13765621,-0.275300615,2.48815E-06
cg09111258,-0.252432123,2.4902E-06
cg27086442,-0.331990611,2.49062E-06
cg02456226,-0.327136358,2.49285E-06
cg09395034,-0.162647485,0.000002493
cg19011710,0.144545093,0.000002493
cg06806891,-0.284151216,2.49942E-06
cg13482356,0.180259627,2.50441E-06
cg14474777,-0.258028182,2.50975E-06
cg22950163,-0.306961853,2.51048E-06
cg05914712,-0.500354755,2.51068E-06
cg13537781,0.207721277,2.51079E-06
cg14144305,0.208253616,2.51273E-06
cg11683482,0.16104931,2.51542E-06
cg12482557,-0.783726868,2.51627E-06
cg23495556,-0.181398769,2.51657E-06
cg17930459,-0.054477121,2.52194E-06
cg13902357,-0.607822107,2.52478E-06
cg01383401,-0.205052308,0.000002532
cg00646883,-0.224297714,2.53482E-06
cg17657594,0.183609763,2.53646E-06
cg13841901,-0.513397776,0.000002537
cg02773019,-0.214841756,2.53764E-06
cg12480416,-0.31054387,2.54223E-06
cg22975671,0.14547454,2.54478E-06
cg17548881,0.173788239,2.54662E-06
cg23953309,0.180369093,2.54872E-06
cg21662494,-0.387184542,2.55109E-06
cg12063847,-0.197430381,2.55289E-06
cg07007050,0.15544141,2.5555E-06
cg01364423,0.191818361,2.55675E-06
cg10088879,-0.160553386,2.56392E-06
cg24568579,-0.230358514,2.56469E-06
cg13681496,-0.252730613,0.000002567
cg01801842,-0.070449303,2.56973E-06
cg25381737,0.13555483,0.000002571
cg04930919,-0.24549144,2.57174E-06
cg04027916,0.153751357,2.57522E-06
cg22159483,-0.277398623,2.57566E-06
cg03597143,0.197742731,2.57769E-06
cg02132003,-0.550839897,0.000002579
cg25747192,0.207848988,2.57933E-06
cg20086660,0.132893277,2.58423E-06
cg11025763,0.197573631,2.5882E-06
cg07315521,-0.266405802,0.000002593
cg09112388,-0.185319805,2.59586E-06
cg15738138,-0.740869721,2.59781E-06
cg22082868,-0.252894699,2.60034E-06
cg12076048,0.130168881,2.60082E-06
cg27099159,0.148936209,2.60246E-06
cg10849092,-0.419206235,2.60312E-06
cg03401738,0.165679358,0.000002607
cg10374297,-0.080440853,2.61012E-06
cg19412109,-0.27585646,2.61019E-06
cg21258697,0.177824429,2.6156E-06
cg19698348,-0.498523806,2.61834E-06
cg00763768,-0.230279566,2.61908E-06
cg22662844,-0.355366773,2.62076E-06
cg03604573,-0.240115969,2.62168E-06
cg13303475,-0.624928618,2.62246E-06
cg09438698,-0.137142823,2.62318E-06
cg22051146,-0.249595677,2.62649E-06
cg26504229,-0.28028547,2.63026E-06
cg17926678,-0.270567543,2.63418E-06
cg26933869,-0.291849662,2.64418E-06
cg08898569,-0.165918871,2.65261E-06
cg08014937,-0.119318228,2.65755E-06
cg16264466,-0.200667719,2.66233E-06
cg10466107,0.141536297,2.66868E-06
cg04729594,-0.313668223,2.67174E-06
cg14430441,-0.250983581,2.67191E-06
cg11975206,-0.893516805,2.67291E-06
cg27641961,-0.177505761,0.000002675
cg00459129,0.150309458,2.68328E-06
cg26986180,-0.275676752,2.68412E-06
cg09503045,0.213555101,2.68955E-06
cg15134120,0.18156042,2.69514E-06
cg04288012,-0.36280932,2.70273E-06
cg02711476,-0.578516305,0.000002708
cg00498653,0.206595551,2.70912E-06
cg09786985,0.318271892,0.000002711
cg02073304,-0.240973185,2.71106E-06
cg16905586,-0.511696997,2.71617E-06
cg04123995,-0.535046913,2.71773E-06
cg19240052,-0.361061397,2.71993E-06
cg26232328,0.228331606,2.73211E-06
cg04261248,-0.20382768,0.000002737
cg11973716,-0.21447786,0.00000274
cg05787952,-0.402258936,2.74076E-06
cg19390148,-0.152325263,2.74235E-06
cg18022279,-0.362842179,2.74241E-06
cg14714046,-0.706746813,2.74444E-06
cg04470256,0.220097824,2.74978E-06
cg04011030,0.155880494,2.75177E-06
cg11362192,0.208848268,2.75511E-06
cg15559186,-0.254722965,2.75552E-06
cg10075360,0.097863932,2.75895E-06
cg08776356,0.151848238,2.75992E-06
cg22891287,-0.275913748,2.7609E-06
cg06487986,0.161380105,2.76186E-06
cg02466113,0.183880282,2.76359E-06
cg11698899,0.177369712,2.76475E-06
cg16710791,-0.224459244,2.78467E-06
cg05705089,0.182145579,2.78524E-06
cg04159878,-0.333375237,2.78616E-06
cg04701596,-0.149647689,2.78627E-06
cg06341957,-0.227993475,2.7882E-06
cg15293582,0.165043705,2.79645E-06
cg15986644,0.22839383,2.80168E-06
cg25834130,0.166956269,2.80522E-06
cg09868035,-0.335222934,2.80559E-06
cg09674546,-0.290817576,2.80725E-06
cg12547807,-0.191761498,2.81145E-06
cg10425361,0.135029456,2.8129E-06
cg08076102,0.153015848,2.81294E-06
cg05493770,-0.201478668,2.81406E-06
cg13961709,-0.210689628,2.81587E-06
cg02720618,-0.282481171,2.81795E-06
cg02898212,-0.3282309,2.81926E-06
cg15551881,0.201070855,2.82124E-06
cg16599703,0.17984813,2.82151E-06
cg20686347,0.190689444,2.82371E-06
cg10210571,0.289622233,2.82448E-06
cg23962478,-0.388810721,2.82758E-06
cg03337393,0.193224076,2.83037E-06
cg03623378,-0.170989849,2.83178E-06
cg01302201,0.172497338,2.83287E-06
cg19921130,-0.365935416,2.83445E-06
cg22459320,-0.527649718,2.83486E-06
cg25509467,-0.345436832,2.83526E-06
cg05017276,-0.218983783,2.84179E-06
cg04756491,-0.211465085,2.84217E-06
cg15975802,-0.194555755,2.84238E-06
cg14026602,0.200849099,2.84275E-06
cg14614901,0.178968369,2.8443E-06
cg11243656,0.286119279,0.000002845
cg05502081,-0.425728121,2.84532E-06
cg05044994,0.152357434,2.84616E-06
cg14126091,0.258328605,2.85362E-06
cg02059849,0.119335339,2.86257E-06
cg06456389,0.24833296,2.86391E-06
cg06276084,-0.109143602,2.86481E-06
cg17207690,0.177948704,2.8668E-06
cg18209489,0.134062563,0.00000287
cg08497766,-0.250382421,0.000002871
cg03734391,0.153522961,2.87673E-06
cg24695828,-0.267401401,2.87777E-06
cg10884341,-0.499102767,2.88012E-06
cg03074175,-0.192705348,2.88131E-06
cg20276750,-0.328328378,2.88244E-06
cg17412165,-0.273616507,2.88381E-06
cg27558396,0.179627619,2.88581E-06
cg26679405,-0.172430493,2.88642E-06
cg01466198,-0.25070069,2.89278E-06
cg24623649,-0.215641958,2.8956E-06
cg18422443,-0.184689494,2.89568E-06
cg08977702,0.133403522,2.89583E-06
cg10824063,-0.309001734,2.89607E-06
cg03582761,-0.479939653,2.8972E-06
cg05764061,0.181743668,2.89881E-06
cg24244374,0.213020971,2.90065E-06
cg13420112,0.167616353,0.000002901
cg05866308,-0.161068823,2.90379E-06
cg24914278,0.256312856,2.90545E-06
cg13784889,-0.269238024,2.91207E-06
cg05106463,-0.230387025,2.91267E-06
cg25866059,0.196263576,0.000002913
cg03316587,-0.324274807,2.91356E-06
cg14131220,0.154502229,2.91716E-06
cg02034497,0.156450026,2.91864E-06
cg04599297,0.144603841,2.92019E-06
cg14278893,-0.673910965,2.92081E-06
cg02019051,-0.243588926,2.92637E-06
cg00592058,0.194165695,2.93116E-06
cg13922669,0.178639405,2.93121E-06
cg00343906,-0.368130874,2.93214E-06
cg08994060,-0.327389203,2.93542E-06
cg08531528,0.182714762,0.000002944
cg13174337,0.177288107,2.94462E-06
cg05778996,0.225691886,2.94758E-06
cg20004910,-0.392755228,2.95351E-06
cg09150633,-0.36962496,2.9622E-06
cg12616531,-0.249937837,2.96463E-06
cg18120578,-0.289586523,2.96557E-06
cg04307927,-0.656437897,2.96749E-06
cg17310611,-0.435271696,2.96893E-06
cg02600394,0.199157197,2.96913E-06
cg19074533,-0.48582723,0.00000297
cg15586420,-0.276371338,2.97355E-06
cg21326139,-0.297855239,2.97635E-06
cg10809166,-0.148692873,2.98009E-06
cg02940454,0.174587448,2.98183E-06
cg26262157,-0.643745389,2.98714E-06
cg04232128,-0.19924268,2.99047E-06
cg04665180,-0.401796276,2.99137E-06
cg03733229,0.201706436,2.99481E-06
cg09756415,-0.157698321,2.9954E-06
cg21845957,-0.171317049,2.99768E-06
cg07262328,-0.429126501,2.99917E-06
cg03314080,-0.320958199,3.00426E-06
cg13632520,-0.160584241,3.00437E-06
cg23314866,-0.349403997,3.00572E-06
cg25943372,-0.658374118,0.000003006
cg04738301,-0.389555899,3.00926E-06
cg21127286,0.185262008,3.01175E-06
cg03984055,-0.546117778,3.0132E-06
cg20564892,0.215497772,3.01471E-06
cg05096838,-0.313492095,3.0163E-06
cg15993345,0.136591157,3.01635E-06
cg03392679,-0.381927774,3.01763E-06
cg21667796,-0.403865442,3.02085E-06
cg27508769,0.147046627,3.0283E-06
cg25501422,-0.156067847,3.02864E-06
cg00207731,-0.147654962,3.03218E-06
cg14094409,0.282836732,3.03284E-06
cg04288036,0.155892278,3.03734E-06
cg26665568,-0.096306429,0.000003041
cg18280382,-0.46930207,3.04178E-06
cg21525369,0.131017708,3.04793E-06
cg19096475,0.165810965,3.04805E-06
cg03133266,-0.255014117,3.05084E-06
cg09608073,0.152925978,3.06146E-06
cg07053114,-0.183054753,3.06486E-06
cg26933453,-0.242778663,3.07148E-06
cg11366934,-0.245086368,3.07353E-06
cg00145596,0.295307316,3.07586E-06
cg06047881,0.183533027,3.07723E-06
cg13053608,-0.206131309,3.08484E-06
cg03433655,-0.322073488,3.08947E-06
cg02400449,-0.223648736,3.08959E-06
cg08141806,-0.270639636,3.0908E-06
cg05052969,0.201321589,3.09118E-06
cg05295810,0.216953014,3.09227E-06
cg17745251,0.217417948,0.000003096
cg04846648,-0.257087654,3.09624E-06
cg14240331,0.123883524,0.000003097
cg08797106,0.126970546,3.10846E-06
cg07901143,0.296440586,3.12073E-06
cg04724735,0.224608599,3.12182E-06
cg24062706,-0.272749746,3.12624E-06
cg04175957,-0.367913863,3.12715E-06
cg00745962,-0.505289299,3.13407E-06
cg09968620,-0.225009327,0.000003135
cg24535918,0.172486298,3.13993E-06
cg09489445,0.266621703,0.000003143
cg08799467,0.176030953,3.14339E-06
cg09986774,0.275794675,3.14588E-06
cg16579144,-0.107016405,3.14615E-06
cg00431236,-0.310714346,3.14669E-06
cg08772789,-0.372786152,3.14879E-06
cg21162029,0.122385687,3.15252E-06
cg11193173,-0.22362793,0.000003153
cg12434747,-0.362563398,3.15316E-06
cg13181826,0.166294376,3.16186E-06
cg08790212,-0.27685758,3.16324E-06
cg24315421,-0.242012021,3.16416E-06
cg00571033,0.19284774,3.16583E-06
cg01566692,-0.197895984,3.16636E-06
cg07608658,0.189809184,3.16731E-06
cg03361810,-0.656562819,3.17052E-06
cg16063617,-0.569497349,3.18349E-06
cg02783318,-0.141277935,3.1847E-06
cg08445226,0.148705108,3.19123E-06
cg08193480,-0.120826096,3.19406E-06
cg06496484,0.269651012,3.19866E-06
cg08301912,-0.247364259,3.20565E-06
cg20241876,-0.331473126,3.20788E-06
cg25754958,-0.522685189,3.21162E-06
cg11231977,-0.223511419,3.21559E-06
cg08852968,0.260224019,3.21721E-06
cg16409328,-0.185390051,3.21882E-06
cg20504202,-0.259091199,3.21955E-06
cg00109503,0.261790848,3.22166E-06
cg02952686,-0.360269879,3.22241E-06
cg02147126,-0.295461999,0.000003224
cg03559915,0.141770987,3.22564E-06
cg01560556,0.146580773,3.22808E-06
cg26478215,0.138783448,3.2317E-06
cg15437457,0.236764742,0.000003237
cg01172338,0.207740335,3.23768E-06
cg26337430,-0.207644202,3.23844E-06
cg25004270,0.224191153,3.24323E-06
cg05232802,-0.424309127,3.24628E-06
cg18751306,-0.688298198,3.24967E-06
cg04017533,0.197227916,3.25091E-06
cg02181036,-0.227252197,3.25306E-06
cg11845050,0.16244199,3.25722E-06
cg19951663,-0.365670635,3.25813E-06
cg26543164,0.151300809,3.25894E-06
cg08349804,0.103692747,3.26122E-06
cg27540878,0.133364527,3.2631E-06
cg19224203,0.164943581,3.26637E-06
cg27443310,0.213046271,3.26866E-06
cg01840575,-0.508998999,3.26914E-06
cg07827008,0.210303211,3.27038E-06
cg27118809,-0.219150599,3.27548E-06
cg11656992,-0.268258493,3.27548E-06
cg11911250,0.212046525,3.27717E-06
cg26121782,-0.91572511,3.27842E-06
cg09255910,-0.289440901,3.28363E-06
cg06903818,-0.330123623,3.28686E-06
cg22782929,-0.383203243,3.2902E-06
cg07977689,0.094070636,3.29073E-06
cg06933752,-0.540365729,3.29479E-06
cg14288403,-0.196554683,0.000003295
cg07843120,-0.129457617,3.29522E-06
cg24419363,-0.321947348,3.29656E-06
cg03415253,0.192393355,3.29846E-06
cg11317343,-0.219053779,0.000003302
cg11922563,-0.253709066,3.30951E-06
cg26125811,-0.207021415,3.31074E-06
cg11358199,0.183259847,3.31127E-06
ch.7.3114411F,0.128652935,3.31233E-06
cg02745632,-0.294159862,3.31393E-06
cg16953064,0.125307232,3.32112E-06
cg21171320,-0.161206176,3.32209E-06
cg08513681,0.168741894,3.32916E-06
cg13767095,0.194242331,0.000003331
cg23908269,0.099292253,3.33308E-06
cg05652533,0.313775863,3.33727E-06
cg25671374,-0.144189206,3.33992E-06
cg00856157,-0.19385251,3.34145E-06
cg09789874,-0.214082368,3.34207E-06
cg02537913,0.122669698,3.34462E-06
cg11906997,0.182894652,3.34563E-06
cg21028463,-0.535012165,3.34745E-06
cg24015249,-0.260562029,0.000003349
cg06481089,-0.245003474,3.34944E-06
cg23784413,0.16538339,3.35039E-06
cg12870705,0.273582842,3.3509E-06
cg25629572,0.213364418,3.35461E-06
cg01356910,-0.559693101,3.35631E-06
cg20385508,-0.250077413,3.36284E-06
cg06767701,0.162659427,3.3636E-06
cg24751836,-0.293719643,3.36443E-06
cg17823175,-0.182734778,0.000003373
cg21245132,-0.130570676,3.37332E-06
cg07485181,-0.400876916,3.37383E-06
cg03496114,-0.59798217,3.37607E-06
cg08009993,-0.171156012,3.3782E-06
cg27131958,0.132637679,3.37863E-06
cg22871529,-0.231455972,3.39713E-06
ch.10.116792202R,-0.207112666,3.39924E-06
cg25072436,-0.349160136,3.40076E-06
cg10718721,0.199930127,3.40094E-06
cg14057772,0.153281944,0.000003401
cg21163717,0.21296007,3.40231E-06
cg04674060,0.141000573,3.40314E-06
cg20083107,-0.57205127,3.41027E-06
cg22094042,-0.336534492,3.41656E-06
cg18619398,0.108033045,3.41724E-06
cg02765403,0.160351661,3.42146E-06
cg11969053,0.118448867,3.42551E-06
cg11155784,-0.223586758,3.42692E-06
cg14732136,-0.690373575,3.42818E-06
cg05938683,0.266292294,0.00000343
cg20156353,0.09572536,0.000003432
cg24000232,-0.513627421,0.000003433
cg02368508,0.173168039,0.000003436
cg06815826,0.113727733,0.000003436
cg01040759,-0.261741077,3.44625E-06
cg14530290,-0.191805855,3.44924E-06
cg19419497,-0.190960194,3.45234E-06
cg23246706,-0.235811044,3.45459E-06
cg20140452,0.159312574,3.45682E-06
cg06716807,0.306353456,3.45682E-06
cg12220691,0.126718045,0.000003459
cg20242981,0.133115002,3.46011E-06
cg24054871,-0.212040446,3.4638E-06
cg20194871,0.199067842,3.46388E-06
cg27133713,-0.354040649,3.46875E-06
cg05877990,-0.183292205,3.47082E-06
cg19695335,-0.940809635,3.48052E-06
cg16946997,0.169569337,3.48252E-06
cg09768944,0.160785399,3.48311E-06
cg21715088,0.180282686,3.48483E-06
cg10487428,-0.260801934,3.48674E-06
cg03274794,0.318758811,3.49136E-06
cg01378112,-0.289032053,3.49169E-06
cg10608256,0.235969271,3.50014E-06
cg18123596,0.181624694,3.50295E-06
cg08343754,-0.393336857,3.50637E-06
cg18240814,-0.175013577,3.50688E-06
cg24057642,-0.28299008,3.50888E-06
cg09305478,0.192980472,3.51611E-06
cg21341520,0.152781706,3.51706E-06
cg01307915,0.160105452,3.52141E-06
cg06830503,0.262076514,3.52283E-06
cg06085985,0.186412985,3.52331E-06
cg08857478,-0.244060007,3.52591E-06
cg12091642,-0.508338667,0.000003528
cg12416259,-0.408328199,3.52825E-06
cg02617285,-0.201594306,3.52833E-06
cg22776767,0.202877111,3.5307E-06
cg03396809,-0.72666259,0.000003535
cg26879581,-0.475840896,3.53851E-06
cg14022913,-0.293978966,3.53974E-06
cg08997021,-0.526697128,3.5416E-06
cg01974004,-0.291254975,3.54663E-06
cg25841159,-0.287504237,3.55777E-06
cg01478450,-0.183481469,3.56716E-06
cg14810343,-0.566377736,3.57087E-06
cg08985885,-0.224217926,3.5721E-06
cg12815841,-0.140195393,3.57656E-06
cg14854487,-0.136549198,3.57976E-06
cg26260386,-0.42114833,3.57987E-06
cg07858745,0.182987424,3.58768E-06
cg12004276,-0.229563131,3.59353E-06
cg25421694,0.245546253,3.59443E-06
cg14283059,-0.268289368,3.59448E-06
cg03589207,-0.328169802,3.59533E-06
cg17311725,-0.245834722,3.60029E-06
cg09425279,0.164824445,3.60032E-06
cg04136445,-0.308272593,3.60077E-06
cg09349128,-0.248341642,3.60118E-06
cg20687038,-0.27969498,3.60967E-06
cg13190879,0.158998011,3.61276E-06
cg16968115,-0.653440365,3.61633E-06
cg00169373,-0.178426067,3.61908E-06
cg16872071,-0.23571445,3.62118E-06
cg05060577,-0.128404279,0.000003623
cg20922660,0.156373511,0.000003623
cg23917006,0.086949081,0.000003623
cg00156744,-0.328531517,3.63221E-06
cg06994090,0.251132953,0.000003641
cg01251714,0.185493497,3.64445E-06
cg11933232,0.191243675,3.64583E-06
cg14377791,-0.23376785,3.64642E-06
cg07298431,0.136335377,3.64724E-06
cg19546875,0.203714898,0.000003648
cg21241839,0.190588729,3.6519E-06
cg15717656,-0.44130715,3.66021E-06
cg14187685,-0.241551004,3.66177E-06
cg03299617,0.146077598,3.66645E-06
cg23806609,-0.060393151,3.67174E-06
cg21293843,-0.187927632,3.67178E-06
cg16232504,-0.516770546,3.67421E-06
cg07886017,-0.158413665,3.67441E-06
cg06965504,0.149173495,3.67755E-06
cg10498747,-0.211094967,3.6783E-06
cg00343240,0.155994385,3.68019E-06
cg00715047,-0.690485295,3.68063E-06
cg07057636,-0.294426794,3.68238E-06
cg03959891,-0.52452909,3.68291E-06
cg06467910,-0.278832259,3.68527E-06
cg14446015,0.216654863,3.68529E-06
cg02249648,-0.436027045,3.68632E-06
cg00179423,-0.361241975,3.69093E-06
cg05265975,0.187233333,3.69966E-06
cg19827148,-0.283926042,3.70236E-06
cg05904013,-0.325336792,3.70587E-06
cg14883003,0.189908775,3.70633E-06
cg12109221,-0.176741419,3.70781E-06
cg05233674,0.354765732,3.72583E-06
cg03990998,0.281186443,3.72736E-06
cg18825594,-0.426335374,0.000003729
cg08243626,-0.197203933,3.73123E-06
cg04856858,-0.425289153,3.73505E-06
cg26375147,-0.369949389,3.73724E-06
cg05366166,0.155898153,3.73827E-06
cg08021564,0.126680898,3.74215E-06
cg00762678,-0.229520481,3.74354E-06
cg08734988,0.144213282,3.74394E-06
cg12122034,0.150904088,0.000003746
cg18343474,0.121687067,3.74859E-06
cg13850019,-0.251499035,3.75173E-06
cg19620134,-0.188917748,3.75317E-06
cg12879038,-0.150524268,3.75432E-06
cg04145065,-0.34838102,3.75642E-06
cg03715751,0.126285317,3.75741E-06
cg03647327,-0.270784623,3.76162E-06
cg21277889,-0.208604242,0.000003766
cg13591352,0.220931953,3.76846E-06
cg03699765,0.091805028,3.76864E-06
cg19312427,-0.150221564,3.77588E-06
cg13468174,-0.863420256,3.78032E-06
cg00201185,0.211064315,3.78334E-06
cg17071181,0.207796593,3.78594E-06
cg09834205,0.222520615,3.7871E-06
cg04477681,-0.102903453,3.78868E-06
cg18920397,0.166100861,3.79534E-06
cg26448489,0.16469894,3.79767E-06
cg01689053,-0.232753814,3.7982E-06
cg25390506,-0.340246112,3.79884E-06
cg02223067,-0.259628048,3.80238E-06
cg00049253,-0.338923003,3.80244E-06
cg12995410,-0.390568735,3.8039E-06
